Each Fragility and damage state and the quantity of items damaged building wide
Analysis,Fragility,DS,Information,Real 1
67,B1035.032,3,Fraction Damaged,0

67,B2022.001,-,Total in Building,4050
67,B2022.001,-,Caused Unsafe Placard,False
67,B2022.001,1,Number in DS,0
67,B2022.001,1,Fraction Needed,0
67,B2022.001,1,Fraction Damaged,0
67,B2022.001,2,Number in DS,0
67,B2022.001,2,Fraction Needed,1
67,B2022.001,2,Fraction Damaged,0

67,B3011.011,-,Total in Building,549
67,B3011.011,-,Caused Unsafe Placard,False
67,B3011.011,1,Number in DS,0
67,B3011.011,1,Fraction Needed,0
67,B3011.011,1,Fraction Damaged,0
67,B3011.011,2,Number in DS,0
67,B3011.011,2,Fraction Needed,0.54222351679377
67,B3011.011,2,Fraction Damaged,0

67,B1031.021b,-,Total in Building,40
67,B1031.021b,-,Caused Unsafe Placard,False
67,B1031.021b,1/0,Number in DS,0
67,B1031.021b,1/0,Fraction Needed,0
67,B1031.021b,1/0,Fraction Damaged,0
67,B1031.021b,1/1,Number in DS,0
67,B1031.021b,1/1,Fraction Needed,0
67,B1031.021b,1/1,Fraction Damaged,0
67,B1031.021b,2,Number in DS,0
67,B1031.021b,2,Fraction Needed,0.0337764028568124
67,B1031.021b,2,Fraction Damaged,0


68,-,-,Has Unsafe Placard,False
68,-,-,Collapse,False
68,-,-,Residual Drift,False

68,B1031.001,-,Total in Building,20
68,B1031.001,-,Caused Unsafe Placard,False
68,B1031.001,1/0,Number in DS,0
68,B1031.001,1/0,Fraction Needed,0
68,B1031.001,1/0,Fraction Damaged,0
68,B1031.001,1/1,Number in DS,0
68,B1031.001,1/1,Fraction Needed,0
68,B1031.001,1/1,Fraction Damaged,0
68,B1031.001,2,Number in DS,0
68,B1031.001,2,Fraction Needed,0.414490840786152
68,B1031.001,2,Fraction Damaged,0
68,B1031.001,3,Number in DS,0
68,B1031.001,3,Fraction Needed,0.0578096063277291
68,B1031.001,3,Fraction Damaged,0

68,B1035.022,-,Total in Building,36
68,B1035.022,-,Caused Unsafe Placard,False
68,B1035.022,1,Number in DS,0
68,B1035.022,1,Fraction Needed,0
68,B1035.022,1,Fraction Damaged,0
68,B1035.022,2,Number in DS,0
68,B1035.022,2,Fraction Needed,0.595378989335463
68,B1035.022,2,Fraction Damaged,0
68,B1035.022,3,Number in DS,0
68,B1035.022,3,Fraction Needed,0.412082266671426
68,B1035.022,3,Fraction Damaged,0

68,B1035.032,-,Total in Building,144
68,B1035.032,-,Caused Unsafe Placard,False
68,B1035.032,1,Number in DS,0
68,B1035.032,1,Fraction Needed,0
68,B1035.032,1,Fraction Damaged,0
68,B1035.032,2,Number in DS,0
68,B1035.032,2,Fraction Needed,0.35050776060355
68,B1035.032,2,Fraction Damaged,0
68,B1035.032,3,Number in DS,0
68,B1035.032,3,Fraction Needed,1
68,B1035.032,3,Fraction Damaged,0

68,B2022.001,-,Total in Building,4050
68,B2022.001,-,Caused Unsafe Placard,False
68,B2022.001,1,Number in DS,0
68,B2022.001,1,Fraction Needed,0
68,B2022.001,1,Fraction Damaged,0
68,B2022.001,2,Number in DS,0
68,B2022.001,2,Fraction Needed,0.474657436134515
68,B2022.001,2,Fraction Damaged,0

68,B3011.011,-,Total in Building,549
68,B3011.011,-,Caused Unsafe Placard,False
68,B3011.011,1,Number in DS,0
68,B3011.011,1,Fraction Needed,0
68,B3011.011,1,Fraction Damaged,0
68,B3011.011,2,Number in DS,3
68,B3011.011,2,Fraction Needed,0.481361036770226
68,B3011.011,2,Fraction Damaged,0.00546448087431694

68,B1031.021b,-,Total in Building,40
68,B1031.021b,-,Caused Unsafe Placard,False
68,B1031.021b,1/0,Number in DS,0
68,B1031.021b,1/0,Fraction Needed,0
68,B1031.021b,1/0,Fraction Damaged,0
68,B1031.021b,1/1,Number in DS,0
68,B1031.021b,1/1,Fraction Needed,0
68,B1031.021b,1/1,Fraction Damaged,0
68,B1031.021b,2,Number in DS,0
68,B1031.021b,2,Fraction Needed,0.0196900937328333
68,B1031.021b,2,Fraction Damaged,0


69,-,-,Has Unsafe Placard,False
69,-,-,Collapse,False
69,-,-,Residual Drift,False

69,B1031.001,-,Total in Building,20
69,B1031.001,-,Caused Unsafe Placard,False
69,B1031.001,1/0,Number in DS,0
69,B1031.001,1/0,Fraction Needed,0
69,B1031.001,1/0,Fraction Damaged,0
69,B1031.001,1/1,Number in DS,0
69,B1031.001,1/1,Fraction Needed,0
69,B1031.001,1/1,Fraction Damaged,0
69,B1031.001,2,Number in DS,0
69,B1031.001,2,Fraction Needed,0.0977240777789099
69,B1031.001,2,Fraction Damaged,0
69,B1031.001,3,Number in DS,0
69,B1031.001,3,Fraction Needed,0.136641389023709
69,B1031.001,3,Fraction Damaged,0

69,B1035.022,-,Total in Building,36
69,B1035.022,-,Caused Unsafe Placard,False
69,B1035.022,1,Number in DS,0
69,B1035.022,1,Fraction Needed,0
69,B1035.022,1,Fraction Damaged,0
69,B1035.022,2,Number in DS,0
69,B1035.022,2,Fraction Needed,0.728533339155918
69,B1035.022,2,Fraction Damaged,0
69,B1035.022,3,Number in DS,0
69,B1035.022,3,Fraction Needed,0.287958836604806
69,B1035.022,3,Fraction Damaged,0

69,B1035.032,-,Total in Building,144
69,B1035.032,-,Caused Unsafe Placard,False
69,B1035.032,1,Number in DS,0
69,B1035.032,1,Fraction Needed,0
69,B1035.032,1,Fraction Damaged,0
69,B1035.032,2,Number in DS,0
69,B1035.032,2,Fraction Needed,0.780606091681205
69,B1035.032,2,Fraction Damaged,0
69,B1035.032,3,Number in DS,0
69,B1035.032,3,Fraction Needed,0.19966892939591
69,B1035.032,3,Fraction Damaged,0

69,B2022.001,-,Total in Building,4050
69,B2022.001,-,Caused Unsafe Placard,False
69,B2022.001,1,Number in DS,0
69,B2022.001,1,Fraction Needed,0
69,B2022.001,1,Fraction Damaged,0
69,B2022.001,2,Number in DS,0
69,B2022.001,2,Fraction Needed,1
69,B2022.001,2,Fraction Damaged,0

69,B3011.011,-,Total in Building,549
69,B3011.011,-,Caused Unsafe Placard,False
69,B3011.011,1,Number in DS,0
69,B3011.011,1,Fraction Needed,0
69,B3011.011,1,Fraction Damaged,0
69,B3011.011,2,Number in DS,3
69,B3011.011,2,Fraction Needed,0.387421281086683
69,B3011.011,2,Fraction Damaged,0.00546448087431694

69,B1031.021b,-,Total in Building,40
69,B1031.021b,-,Caused Unsafe Placard,False
69,B1031.021b,1/0,Number in DS,0
69,B1031.021b,1/0,Fraction Needed,0
69,B1031.021b,1/0,Fraction Damaged,0
69,B1031.021b,1/1,Number in DS,0
69,B1031.021b,1/1,Fraction Needed,0
69,B1031.021b,1/1,Fraction Damaged,0
69,B1031.021b,2,Number in DS,0
69,B1031.021b,2,Fraction Needed,0.0142551974827669
69,B1031.021b,2,Fraction Damaged,0


70,-,-,Has Unsafe Placard,False
70,-,-,Collapse,False
70,-,-,Residual Drift,False

70,B1031.001,-,Total in Building,20
70,B1031.001,-,Caused Unsafe Placard,False
70,B1031.001,1/0,Number in DS,0
70,B1031.001,1/0,Fraction Needed,0
70,B1031.001,1/0,Fraction Damaged,0
70,B1031.001,1/1,Number in DS,0
70,B1031.001,1/1,Fraction Needed,0
70,B1031.001,1/1,Fraction Damaged,0
70,B1031.001,2,Number in DS,0
70,B1031.001,2,Fraction Needed,0.268937768153072
70,B1031.001,2,Fraction Damaged,0
70,B1031.001,3,Number in DS,0
70,B1031.001,3,Fraction Needed,0.121809184313185
70,B1031.001,3,Fraction Damaged,0

70,B1035.022,-,Total in Building,36
70,B1035.022,-,Caused Unsafe Placard,False
70,B1035.022,1,Number in DS,0
70,B1035.022,1,Fraction Needed,0
70,B1035.022,1,Fraction Damaged,0
70,B1035.022,2,Number in DS,0
70,B1035.022,2,Fraction Needed,0.596387495562677
70,B1035.022,2,Fraction Damaged,0
70,B1035.022,3,Number in DS,0
70,B1035.022,3,Fraction Needed,0.35463139973006
70,B1035.022,3,Fraction Damaged,0

70,B1035.032,-,Total in Building,144
70,B1035.032,-,Caused Unsafe Placard,False
70,B1035.032,1,Number in DS,0
70,B1035.032,1,Fraction Needed,0
70,B1035.032,1,Fraction Damaged,0
70,B1035.032,2,Number in DS,0
70,B1035.032,2,Fraction Needed,0.408876176253011
70,B1035.032,2,Fraction Damaged,0
70,B1035.032,3,Number in DS,0
70,B1035.032,3,Fraction Needed,0.607355600166567
70,B1035.032,3,Fraction Damaged,0

70,B2022.001,-,Total in Building,4050
70,B2022.001,-,Caused Unsafe Placard,False
70,B2022.001,1,Number in DS,0
70,B2022.001,1,Fraction Needed,0
70,B2022.001,1,Fraction Damaged,0
70,B2022.001,2,Number in DS,0
70,B2022.001,2,Fraction Needed,0.6426177499289
70,B2022.001,2,Fraction Damaged,0

70,B3011.011,-,Total in Building,549
70,B3011.011,-,Caused Unsafe Placard,False
70,B3011.011,1,Number in DS,0
70,B3011.011,1,Fraction Needed,0
70,B3011.011,1,Fraction Damaged,0
70,B3011.011,2,Number in DS,5
70,B3011.011,2,Fraction Needed,0.399026666753627
70,B3011.011,2,Fraction Damaged,0.00910746812386157

70,B1031.021b,-,Total in Building,40
70,B1031.021b,-,Caused Unsafe Placard,False
70,B1031.021b,1/0,Number in DS,0
70,B1031.021b,1/0,Fraction Needed,0
70,B1031.021b,1/0,Fraction Damaged,0
70,B1031.021b,1/1,Number in DS,0
70,B1031.021b,1/1,Fraction Needed,0
70,B1031.021b,1/1,Fraction Damaged,0
70,B1031.021b,2,Number in DS,0
70,B1031.021b,2,Fraction Needed,0.0137207383751295
70,B1031.021b,2,Fraction Damaged,0


71,-,-,Has Unsafe Placard,False
71,-,-,Collapse,False
71,-,-,Residual Drift,False

71,B1031.001,-,Total in Building,20
71,B1031.001,-,Caused Unsafe Placard,False
71,B1031.001,1/0,Number in DS,0
71,B1031.001,1/0,Fraction Needed,0
71,B1031.001,1/0,Fraction Damaged,0
71,B1031.001,1/1,Number in DS,0
71,B1031.001,1/1,Fraction Needed,0
71,B1031.001,1/1,Fraction Damaged,0
71,B1031.001,2,Number in DS,0
71,B1031.001,2,Fraction Needed,0.765295239068108
71,B1031.001,2,Fraction Damaged,0
71,B1031.001,3,Number in DS,0
71,B1031.001,3,Fraction Needed,0.112838878137338
71,B1031.001,3,Fraction Damaged,0

71,B1035.022,-,Total in Building,36
71,B1035.022,-,Caused Unsafe Placard,False
71,B1035.022,1,Number in DS,0
71,B1035.022,1,Fraction Needed,0
71,B1035.022,1,Fraction Damaged,0
71,B1035.022,2,Number in DS,0
71,B1035.022,2,Fraction Needed,0.507649136755365
71,B1035.022,2,Fraction Damaged,0
71,B1035.022,3,Number in DS,0
71,B1035.022,3,Fraction Needed,0.58600430918122
71,B1035.022,3,Fraction Damaged,0

71,B1035.032,-,Total in Building,144
71,B1035.032,-,Caused Unsafe Placard,False
71,B1035.032,1,Number in DS,0
71,B1035.032,1,Fraction Needed,0
71,B1035.032,1,Fraction Damaged,0
71,B1035.032,2,Number in DS,0
71,B1035.032,2,Fraction Needed,1
71,B1035.032,2,Fraction Damaged,0
71,B1035.032,3,Number in DS,0
71,B1035.032,3,Fraction Needed,0.320168444036824
71,B1035.032,3,Fraction Damaged,0

71,B2022.001,-,Total in Building,4050
71,B2022.001,-,Caused Unsafe Placard,False
71,B2022.001,1,Number in DS,0
71,B2022.001,1,Fraction Needed,0
71,B2022.001,1,Fraction Damaged,0
71,B2022.001,2,Number in DS,0
71,B2022.001,2,Fraction Needed,1
71,B2022.001,2,Fraction Damaged,0

71,B3011.011,-,Total in Building,549
71,B3011.011,-,Caused Unsafe Placard,False
71,B3011.011,1,Number in DS,0
71,B3011.011,1,Fraction Needed,0
71,B3011.011,1,Fraction Damaged,0
71,B3011.011,2,Number in DS,58
71,B3011.011,2,Fraction Needed,0.456228977538621
71,B3011.011,2,Fraction Damaged,0.105646630236794

71,B1031.021b,-,Total in Building,40
71,B1031.021b,-,Caused Unsafe Placard,False
71,B1031.021b,1/0,Number in DS,0
71,B1031.021b,1/0,Fraction Needed,0
71,B1031.021b,1/0,Fraction Damaged,0
71,B1031.021b,1/1,Number in DS,0
71,B1031.021b,1/1,Fraction Needed,0
71,B1031.021b,1/1,Fraction Damaged,0
71,B1031.021b,2,Number in DS,0
71,B1031.021b,2,Fraction Needed,0.04846760072866
71,B1031.021b,2,Fraction Damaged,0


72,-,-,Has Unsafe Placard,False
72,-,-,Collapse,False
72,-,-,Residual Drift,False

72,B1031.001,-,Total in Building,20
72,B1031.001,-,Caused Unsafe Placard,False
72,B1031.001,1/0,Number in DS,0
72,B1031.001,1/0,Fraction Needed,0
72,B1031.001,1/0,Fraction Damaged,0
72,B1031.001,1/1,Number in DS,0
72,B1031.001,1/1,Fraction Needed,0
72,B1031.001,1/1,Fraction Damaged,0
72,B1031.001,2,Number in DS,0
72,B1031.001,2,Fraction Needed,0.04346366276757
72,B1031.001,2,Fraction Damaged,0
72,B1031.001,3,Number in DS,0
72,B1031.001,3,Fraction Needed,0.0675703759426867
72,B1031.001,3,Fraction Damaged,0

72,B1035.022,-,Total in Building,36
72,B1035.022,-,Caused Unsafe Placard,False
72,B1035.022,1,Number in DS,0
72,B1035.022,1,Fraction Needed,0
72,B1035.022,1,Fraction Damaged,0
72,B1035.022,2,Number in DS,0
72,B1035.022,2,Fraction Needed,0.739017226870006
72,B1035.022,2,Fraction Damaged,0
72,B1035.022,3,Number in DS,0
72,B1035.022,3,Fraction Needed,0.300033912852734
72,B1035.022,3,Fraction Damaged,0

72,B1035.032,-,Total in Building,144
72,B1035.032,-,Caused Unsafe Placard,False
72,B1035.032,1,Number in DS,0
72,B1035.032,1,Fraction Needed,0
72,B1035.032,1,Fraction Damaged,0
72,B1035.032,2,Number in DS,0
72,B1035.032,2,Fraction Needed,0.890687324779058
72,B1035.032,2,Fraction Damaged,0
72,B1035.032,3,Number in DS,0
72,B1035.032,3,Fraction Needed,0.414972837771774
72,B1035.032,3,Fraction Damaged,0

72,B2022.001,-,Total in Building,4050
72,B2022.001,-,Caused Unsafe Placard,False
72,B2022.001,1,Number in DS,0
72,B2022.001,1,Fraction Needed,0
72,B2022.001,1,Fraction Damaged,0
72,B2022.001,2,Number in DS,0
72,B2022.001,2,Fraction Needed,1
72,B2022.001,2,Fraction Damaged,0

72,B3011.011,-,Total in Building,549
72,B3011.011,-,Caused Unsafe Placard,False
72,B3011.011,1,Number in DS,0
72,B3011.011,1,Fraction Needed,0
72,B3011.011,1,Fraction Damaged,0
72,B3011.011,2,Number in DS,0
72,B3011.011,2,Fraction Needed,1
72,B3011.011,2,Fraction Damaged,0

72,B1031.021b,-,Total in Building,40
72,B1031.021b,-,Caused Unsafe Placard,False
72,B1031.021b,1/0,Number in DS,0
72,B1031.021b,1/0,Fraction Needed,0
72,B1031.021b,1/0,Fraction Damaged,0
72,B1031.021b,1/1,Number in DS,0
72,B1031.021b,1/1,Fraction Needed,0
72,B1031.021b,1/1,Fraction Damaged,0
72,B1031.021b,2,Number in DS,0
72,B1031.021b,2,Fraction Needed,0.0378978415480759
72,B1031.021b,2,Fraction Damaged,0


73,-,-,Has Unsafe Placard,False
73,-,-,Collapse,False
73,-,-,Residual Drift,False

73,B1031.001,-,Total in Building,20
73,B1031.001,-,Caused Unsafe Placard,False
73,B1031.001,1/0,Number in DS,0
73,B1031.001,1/0,Fraction Needed,0
73,B1031.001,1/0,Fraction Damaged,0
73,B1031.001,1/1,Number in DS,0
73,B1031.001,1/1,Fraction Needed,0
73,B1031.001,1/1,Fraction Damaged,0
73,B1031.001,2,Number in DS,0
73,B1031.001,2,Fraction Needed,0.175349968825372
73,B1031.001,2,Fraction Damaged,0
73,B1031.001,3,Number in DS,0
73,B1031.001,3,Fraction Needed,0.196111250071805
73,B1031.001,3,Fraction Damaged,0

73,B1035.022,-,Total in Building,36
73,B1035.022,-,Caused Unsafe Placard,False
73,B1035.022,1,Number in DS,0
73,B1035.022,1,Fraction Needed,0
73,B1035.022,1,Fraction Damaged,0
73,B1035.022,2,Number in DS,0
73,B1035.022,2,Fraction Needed,0.255977683303683
73,B1035.022,2,Fraction Damaged,0
73,B1035.022,3,Number in DS,0
73,B1035.022,3,Fraction Needed,0.169843580324818
73,B1035.022,3,Fraction Damaged,0

73,B1035.032,-,Total in Building,144
73,B1035.032,-,Caused Unsafe Placard,False
73,B1035.032,1,Number in DS,0
73,B1035.032,1,Fraction Needed,0
73,B1035.032,1,Fraction Damaged,0
73,B1035.032,2,Number in DS,0
73,B1035.032,2,Fraction Needed,0.407578716021293
73,B1035.032,2,Fraction Damaged,0
73,B1035.032,3,Number in DS,0
73,B1035.032,3,Fraction Needed,1
73,B1035.032,3,Fraction Damaged,0

73,B2022.001,-,Total in Building,4050
73,B2022.001,-,Caused Unsafe Placard,False
73,B2022.001,1,Number in DS,0
73,B2022.001,1,Fraction Needed,0
73,B2022.001,1,Fraction Damaged,0
73,B2022.001,2,Number in DS,0
73,B2022.001,2,Fraction Needed,1
73,B2022.001,2,Fraction Damaged,0

73,B3011.011,-,Total in Building,549
73,B3011.011,-,Caused Unsafe Placard,False
73,B3011.011,1,Number in DS,0
73,B3011.011,1,Fraction Needed,0
73,B3011.011,1,Fraction Damaged,0
73,B3011.011,2,Number in DS,0
73,B3011.011,2,Fraction Needed,0.439285645348448
73,B3011.011,2,Fraction Damaged,0

73,B1031.021b,-,Total in Building,40
73,B1031.021b,-,Caused Unsafe Placard,False
73,B1031.021b,1/0,Number in DS,0
73,B1031.021b,1/0,Fraction Needed,0
73,B1031.021b,1/0,Fraction Damaged,0
73,B1031.021b,1/1,Number in DS,0
73,B1031.021b,1/1,Fraction Needed,0
73,B1031.021b,1/1,Fraction Damaged,0
73,B1031.021b,2,Number in DS,0
73,B1031.021b,2,Fraction Needed,0.0239510920697134
73,B1031.021b,2,Fraction Damaged,0


74,-,-,Has Unsafe Placard,False
74,-,-,Collapse,False
74,-,-,Residual Drift,False

74,B1031.001,-,Total in Building,20
74,B1031.001,-,Caused Unsafe Placard,False
74,B1031.001,1/0,Number in DS,0
74,B1031.001,1/0,Fraction Needed,0
74,B1031.001,1/0,Fraction Damaged,0
74,B1031.001,1/1,Number in DS,0
74,B1031.001,1/1,Fraction Needed,0
74,B1031.001,1/1,Fraction Damaged,0
74,B1031.001,2,Number in DS,0
74,B1031.001,2,Fraction Needed,0.262771367942763
74,B1031.001,2,Fraction Damaged,0
74,B1031.001,3,Number in DS,0
74,B1031.001,3,Fraction Needed,0.0450598808631627
74,B1031.001,3,Fraction Damaged,0

74,B1035.022,-,Total in Building,36
74,B1035.022,-,Caused Unsafe Placard,False
74,B1035.022,1,Number in DS,0
74,B1035.022,1,Fraction Needed,0
74,B1035.022,1,Fraction Damaged,0
74,B1035.022,2,Number in DS,0
74,B1035.022,2,Fraction Needed,0.200480883948501
74,B1035.022,2,Fraction Damaged,0
74,B1035.022,3,Number in DS,0
74,B1035.022,3,Fraction Needed,0.20805863955142
74,B1035.022,3,Fraction Damaged,0

74,B1035.032,-,Total in Building,144
74,B1035.032,-,Caused Unsafe Placard,False
74,B1035.032,1,Number in DS,0
74,B1035.032,1,Fraction Needed,0
74,B1035.032,1,Fraction Damaged,0
74,B1035.032,2,Number in DS,0
74,B1035.032,2,Fraction Needed,0.440873469061215
74,B1035.032,2,Fraction Damaged,0
74,B1035.032,3,Number in DS,0
74,B1035.032,3,Fraction Needed,0.585432542476104
74,B1035.032,3,Fraction Damaged,0

74,B2022.001,-,Total in Building,4050
74,B2022.001,-,Caused Unsafe Placard,False
74,B2022.001,1,Number in DS,0
74,B2022.001,1,Fraction Needed,0
74,B2022.001,1,Fraction Damaged,0
74,B2022.001,2,Number in DS,0
74,B2022.001,2,Fraction Needed,0.696265931747713
74,B2022.001,2,Fraction Damaged,0

74,B3011.011,-,Total in Building,549
74,B3011.011,-,Caused Unsafe Placard,False
74,B3011.011,1,Number in DS,0
74,B3011.011,1,Fraction Needed,0
74,B3011.011,1,Fraction Damaged,0
74,B3011.011,2,Number in DS,0
74,B3011.011,2,Fraction Needed,0.560598661358533
74,B3011.011,2,Fraction Damaged,0

74,B1031.021b,-,Total in Building,40
74,B1031.021b,-,Caused Unsafe Placard,False
74,B1031.021b,1/0,Number in DS,0
74,B1031.021b,1/0,Fraction Needed,0
74,B1031.021b,1/0,Fraction Damaged,0
74,B1031.021b,1/1,Number in DS,0
74,B1031.021b,1/1,Fraction Needed,0
74,B1031.021b,1/1,Fraction Damaged,0
74,B1031.021b,2,Number in DS,0
74,B1031.021b,2,Fraction Needed,0.0329387006887412
74,B1031.021b,2,Fraction Damaged,0


75,-,-,Has Unsafe Placard,False
75,-,-,Collapse,False
75,-,-,Residual Drift,False

75,B1031.001,-,Total in Building,20
75,B1031.001,-,Caused Unsafe Placard,False
75,B1031.001,1/0,Number in DS,0
75,B1031.001,1/0,Fraction Needed,0
75,B1031.001,1/0,Fraction Damaged,0
75,B1031.001,1/1,Number in DS,0
75,B1031.001,1/1,Fraction Needed,0
75,B1031.001,1/1,Fraction Damaged,0
75,B1031.001,2,Number in DS,0
75,B1031.001,2,Fraction Needed,0.188303776822395
75,B1031.001,2,Fraction Damaged,0
75,B1031.001,3,Number in DS,0
75,B1031.001,3,Fraction Needed,0.0464234201570177
75,B1031.001,3,Fraction Damaged,0

75,B1035.022,-,Total in Building,36
75,B1035.022,-,Caused Unsafe Placard,False
75,B1035.022,1,Number in DS,0
75,B1035.022,1,Fraction Needed,0
75,B1035.022,1,Fraction Damaged,0
75,B1035.022,2,Number in DS,0
75,B1035.022,2,Fraction Needed,0.536761845177265
75,B1035.022,2,Fraction Damaged,0
75,B1035.022,3,Number in DS,0
75,B1035.022,3,Fraction Needed,1
75,B1035.022,3,Fraction Damaged,0

75,B1035.032,-,Total in Building,144
75,B1035.032,-,Caused Unsafe Placard,False
75,B1035.032,1,Number in DS,0
75,B1035.032,1,Fraction Needed,0
75,B1035.032,1,Fraction Damaged,0
75,B1035.032,2,Number in DS,0
75,B1035.032,2,Fraction Needed,1
75,B1035.032,2,Fraction Damaged,0
75,B1035.032,3,Number in DS,0
75,B1035.032,3,Fraction Needed,0.288542013238319
75,B1035.032,3,Fraction Damaged,0

75,B2022.001,-,Total in Building,4050
75,B2022.001,-,Caused Unsafe Placard,False
75,B2022.001,1,Number in DS,0
75,B2022.001,1,Fraction Needed,0
75,B2022.001,1,Fraction Damaged,0
75,B2022.001,2,Number in DS,0
75,B2022.001,2,Fraction Needed,1
75,B2022.001,2,Fraction Damaged,0

75,B3011.011,-,Total in Building,549
75,B3011.011,-,Caused Unsafe Placard,False
75,B3011.011,1,Number in DS,0
75,B3011.011,1,Fraction Needed,0
75,B3011.011,1,Fraction Damaged,0
75,B3011.011,2,Number in DS,5
75,B3011.011,2,Fraction Needed,0.652612243702705
75,B3011.011,2,Fraction Damaged,0.00910746812386157

75,B1031.021b,-,Total in Building,40
75,B1031.021b,-,Caused Unsafe Placard,False
75,B1031.021b,1/0,Number in DS,0
75,B1031.021b,1/0,Fraction Needed,0
75,B1031.021b,1/0,Fraction Damaged,0
75,B1031.021b,1/1,Number in DS,0
75,B1031.021b,1/1,Fraction Needed,0
75,B1031.021b,1/1,Fraction Damaged,0
75,B1031.021b,2,Number in DS,0
75,B1031.021b,2,Fraction Needed,0.0142609766425581
75,B1031.021b,2,Fraction Damaged,0


76,-,-,Has Unsafe Placard,False
76,-,-,Collapse,False
76,-,-,Residual Drift,False

76,B1031.001,-,Total in Building,20
76,B1031.001,-,Caused Unsafe Placard,False
76,B1031.001,1/0,Number in DS,0
76,B1031.001,1/0,Fraction Needed,0
76,B1031.001,1/0,Fraction Damaged,0
76,B1031.001,1/1,Number in DS,0
76,B1031.001,1/1,Fraction Needed,0
76,B1031.001,1/1,Fraction Damaged,0
76,B1031.001,2,Number in DS,0
76,B1031.001,2,Fraction Needed,0.264560127462628
76,B1031.001,2,Fraction Damaged,0
76,B1031.001,3,Number in DS,0
76,B1031.001,3,Fraction Needed,0.111715815318627
76,B1031.001,3,Fraction Damaged,0

76,B1035.022,-,Total in Building,36
76,B1035.022,-,Caused Unsafe Placard,False
76,B1035.022,1,Number in DS,0
76,B1035.022,1,Fraction Needed,0
76,B1035.022,1,Fraction Damaged,0
76,B1035.022,2,Number in DS,0
76,B1035.022,2,Fraction Needed,0.294520553570464
76,B1035.022,2,Fraction Damaged,0
76,B1035.022,3,Number in DS,0
76,B1035.022,3,Fraction Needed,0.236623344917233
76,B1035.022,3,Fraction Damaged,0

76,B1035.032,-,Total in Building,144
76,B1035.032,-,Caused Unsafe Placard,False
76,B1035.032,1,Number in DS,0
76,B1035.032,1,Fraction Needed,0
76,B1035.032,1,Fraction Damaged,0
76,B1035.032,2,Number in DS,0
76,B1035.032,2,Fraction Needed,0.37538509997774
76,B1035.032,2,Fraction Damaged,0
76,B1035.032,3,Number in DS,0
76,B1035.032,3,Fraction Needed,0.394149877968982
76,B1035.032,3,Fraction Damaged,0

76,B2022.001,-,Total in Building,4050
76,B2022.001,-,Caused Unsafe Placard,False
76,B2022.001,1,Number in DS,0
76,B2022.001,1,Fraction Needed,0
76,B2022.001,1,Fraction Damaged,0
76,B2022.001,2,Number in DS,0
76,B2022.001,2,Fraction Needed,0.585489357994643
76,B2022.001,2,Fraction Damaged,0

76,B3011.011,-,Total in Building,549
76,B3011.011,-,Caused Unsafe Placard,False
76,B3011.011,1,Number in DS,0
76,B3011.011,1,Fraction Needed,0
76,B3011.011,1,Fraction Damaged,0
76,B3011.011,2,Number in DS,6
76,B3011.011,2,Fraction Needed,0.262714201642831
76,B3011.011,2,Fraction Damaged,0.0109289617486339

76,B1031.021b,-,Total in Building,40
76,B1031.021b,-,Caused Unsafe Placard,False
76,B1031.021b,1/0,Number in DS,0
76,B1031.021b,1/0,Fraction Needed,0
76,B1031.021b,1/0,Fraction Damaged,0
76,B1031.021b,1/1,Number in DS,0
76,B1031.021b,1/1,Fraction Needed,0
76,B1031.021b,1/1,Fraction Damaged,0
76,B1031.021b,2,Number in DS,0
76,B1031.021b,2,Fraction Needed,0.0103666977490244
76,B1031.021b,2,Fraction Damaged,0


77,-,-,Has Unsafe Placard,False
77,-,-,Collapse,False
77,-,-,Residual Drift,False

77,B1031.001,-,Total in Building,20
77,B1031.001,-,Caused Unsafe Placard,False
77,B1031.001,1/0,Number in DS,0
77,B1031.001,1/0,Fraction Needed,0
77,B1031.001,1/0,Fraction Damaged,0
77,B1031.001,1/1,Number in DS,0
77,B1031.001,1/1,Fraction Needed,0
77,B1031.001,1/1,Fraction Damaged,0
77,B1031.001,2,Number in DS,0
77,B1031.001,2,Fraction Needed,0.175028007015738
77,B1031.001,2,Fraction Damaged,0
77,B1031.001,3,Number in DS,0
77,B1031.001,3,Fraction Needed,0.0826446713817624
77,B1031.001,3,Fraction Damaged,0

77,B1035.022,-,Total in Building,36
77,B1035.022,-,Caused Unsafe Placard,False
77,B1035.022,1,Number in DS,0
77,B1035.022,1,Fraction Needed,0
77,B1035.022,1,Fraction Damaged,0
77,B1035.022,2,Number in DS,0
77,B1035.022,2,Fraction Needed,1
77,B1035.022,2,Fraction Damaged,0
77,B1035.022,3,Number in DS,0
77,B1035.022,3,Fraction Needed,0.360424950783413
77,B1035.022,3,Fraction Damaged,0

77,B1035.032,-,Total in Building,144
77,B1035.032,-,Caused Unsafe Placard,False
77,B1035.032,1,Number in DS,0
77,B1035.032,1,Fraction Needed,0
77,B1035.032,1,Fraction Damaged,0
77,B1035.032,2,Number in DS,0
77,B1035.032,2,Fraction Needed,0.608102619920505
77,B1035.032,2,Fraction Damaged,0
77,B1035.032,3,Number in DS,0
