Each Fragility and damage state and the quantity of items damaged building wide
Analysis,Fragility,DS,Information,Real 1,Real 2,Real 3,Real 4,Real 5,Real 6,Real 7,Real 8,Real 9,Real 10,Real 11,Real 12,Real 13,Real 14,Real 15,Real 16,Real 17,Real 18,Real 19,Real 20,Real 21,Real 22,Real 23,Real 24,Real 25,Real 26,Real 27,Real 28,Real 29,Real 30,Real 31,Real 32,Real 33,Real 34,Real 35,Real 36,Real 37,Real 38,Real 39,Real 40,Real 41,Real 42,Real 43,Real 44,Real 45,Real 46,Real 47,Real 48,Real 49,Real 50,Real 51,Real 52,Real 53,Real 54,Real 55,Real 56,Real 57,Real 58,Real 59,Real 60,Real 61,Real 62,Real 63,Real 64,Real 65,Real 66,Real 67,Real 68,Real 69,Real 70,Real 71,Real 72,Real 73,Real 74,Real 75,Real 76,Real 77,Real 78,Real 79,Real 80,Real 81,Real 82,Real 83,Real 84,Real 85,Real 86,Real 87,Real 88,Real 89,Real 90,Real 91,Real 92,Real 93,Real 94,Real 95,Real 96,Real 97,Real 98,Real 99,Real 100
3,B1035.032,1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,B1035.032,1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,B1035.032,2,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,B1035.032,2,Fraction Needed,0.236598472938601,0.49823563164286,0.482305734001999,0.75843708680496,0.725688247752233,1,0.375781024036752,0.509314966627969,0.674216178988138,0.934748943017676,0.316573780673217,0.285271006106131,0.599451336313774,0.580861108298819,0.563256708667677,0.219502631481621,0.554163311328264,0.706990277424499,0.949089542314456,1,0.574155621494408,0.282830694939084,1,0.472009611554176,0.527049960533681,0.249712335330843,0.770860703397929,0.488884036057445,1,0.753852417253127,0.594006062800493,0.377360622513965,0.698707122812892,0.748881108574102,0.397733996201666,0.783963812560604,1,0.359096827514714,0.176045801733779,0.646803970110769,0.735575001678073,1,0.188988428167847,0.245544296466784,0.177465424122609,0.519445256846735,0.516846499202539,0.300403822876762,0.373487121863676,0.330598733846445,0.286881559942,0.364037173538066,0.401383767479146,0.138774664856998,0.927413095384048,0.137362082288026,0.569324092419468,0.343001558139051,0.247161839322246,0.151272057898064,0.285877370715388,0.535749322374229,0.637748326389087,0.293401114433906,0.69122790404294,0.376222072601153,0.889023473618206,0.263533159233326,0.723714703442138,0.380036151689995,0.824654514346045,0.25710187801681,0.367611736149696,0.774960312890075,0.42177888936442,0.672648588226269,0.632795020627098,0.18825532551994,0.460915866635889,0.660554663595398,0.600754066889299,0.240144943000338,0.517815829700036,1,0.563522882944788,0.532471893209843,0.631483362280029,0.759257161620681,0.241982762493361,0.631097274657199,0.466066960472025,0.601006252292358,0.420259623111521,0.866253622674186,0.485053320991846,0.606734312653196,0.397213920003827,0.676504417018609,0.369687941871017,0.81488858993968
3,B1035.032,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,B1035.032,3,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,B1035.032,3,Fraction Needed,0.373198630915261,0.542036317297635,0.247911327306806,0.408789201219175,0.232943978225062,0.772691806947845,0.719271597191397,0.389338570887633,0.433050771213648,0.734834857514081,0.380956657857622,0.210065325978137,0.448432233191475,0.3320713341721,0.605020490090333,0.607585233717629,0.45406760038703,0.789711319350471,0.302037210793464,0.23638114725237,0.938007287253826,0.514983781332892,0.864817315502812,0.530911911806207,1,1,0.238532560340696,0.396548742524849,0.478677440959522,0.286757343643146,0.494121327594782,0.29871333057526,0.517374298228244,0.806452917893844,0.832934656450131,0.692100321382169,0.418520368068557,0.330381354130171,0.168209559043574,0.965486978328363,0.492694550589962,0.408264523656246,0.504376390205429,0.348238426611717,1,0.476963592712632,0.365326366798307,0.492414605642999,0.653930178740913,0.476303217229068,0.389274786185128,1,0.375708920712188,0.546808956179631,0.327382947938658,1,1,0.436022358734497,0.543422407671369,0.564643331997148,0.703439229069211,0.95100370270684,0.431268033340779,0.46035000170359,0.209724374927586,0.235318493146667,0.708999493134515,0.599983088666065,0.29756734618863,0.307832961403113,1,1,0.412758919997163,0.389176656597603,0.242815581877081,0.646654266616199,0.315014041208781,1,0.556410159882411,0.436571959352037,0.623996101099082,0.692283501498962,0.369506187389292,1,0.396765190243001,0.293433240075988,0.729771311426962,0.630057008671231,0.435578812047033,0.599852737201329,0.409576912657591,0.651699037056317,1,1,1,1,0.81835473065934,0.514643005791021,0.382801265667778,0.628129062304469
3,B1035.032,3,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

3,B2022.001,-,Total in Building,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864
3,B2022.001,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,B2022.001,1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,B2022.001,1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,B2022.001,1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,B2022.001,2,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,B2022.001,2,Fraction Needed,0.634871030125228,0.551468305563785,0.357447646700486,1,0.420172944057014,0.549982723581181,1,1,0.492899771198142,0.689787266401992,1,0.827426309574558,0.579934153174509,1,0.648344384203381,0.834618964194994,0.618636732803844,0.947779263691633,0.55780346963425,1,1,0.430310793835116,0.871315590034224,0.665964766243506,0.701178329607766,1,0.925468106390336,0.939693390331995,0.69326783447423,0.631600376382187,0.829809650891618,0.408332993715741,0.794265888675857,1,0.457428259492147,1,0.618428814000118,0.964453345544039,0.42716434155291,1,1,0.60325725948936,1,0.995334738525748,0.776919672757422,0.588410436246202,1,1,0.496848681134619,0.499161395441334,1,0.665311911148326,0.590892511911599,1,0.517128811691684,0.819918601574569,1,0.204455304258094,1,0.540305673375116,0.361283778651231,0.519252635174086,0.7985257037207,0.443277101663561,0.645384352216786,1,1,0.756665562152212,0.293296544939291,0.894857962319602,0.269669665391285,0.960346681553371,0.58908590103777,0.3890340016693,0.909166502130789,1,0.635783189380758,0.505156323066449,0.742496638268087,0.72263425120151,1,1,1,1,1,0.79375468728409,1,0.802291666572256,0.941401213604117,1,1,0.718443554279347,1,0.581180274098144,0.488401983362306,1,0.771419108097534,1,0.601393211520484,0.6654593373256
3,B2022.001,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

3,B3011.011,-,Total in Building,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117
3,B3011.011,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,B3011.011,1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,B3011.011,1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,B3011.011,1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,B3011.011,2,Number in DS,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
3,B3011.011,2,Fraction Needed,0.946477506833076,0.407270753187491,0.322018626696803,0.757286219583384,0.296893202573238,0.871342047821475,0.451152019896583,0.281718392819081,0.593776450709707,0.400446667656273,0.942566384722661,0.387050428761699,0.802916217383442,0.736378780908136,0.936481644320455,0.657353686520581,0.489641813455089,0.547714666551163,0.407135420749728,0.621780834588334,0.308260413546348,0.392400282917161,0.68969690031196,0.669348059095861,0.566470363965238,0.642975011207113,0.208937752676786,0.458485756699458,1,0.244555730395269,0.302931732001983,0.689323184765678,0.323423772825776,0.517698092458584,0.177808124654595,0.708145251662129,1,0.26631312746128,0.582104551652874,0.752008652899268,0.329311208285243,0.860640711906684,0.427445245992695,0.9924562964139,0.553819828703654,0.534249536728913,0.37443073560876,1,0.666350520865409,0.570385738091925,0.926585798209051,0.306672579776235,0.88524280320497,0.147390889120815,0.401860244600203,0.641894465332002,0.415199717863928,0.689176944741377,0.553964750879383,0.589655814587365,0.640513958867928,0.515350979567569,0.557198802830568,0.53057281206135,0.495995062482085,0.376019414705215,0.46705546121302,0.402804504198744,0.940947227377899,0.751307574336728,1,0.459730450367489,0.817602726020653,0.920822922327424,0.351607523868311,0.67088575896941,0.432896911300374,0.400857769586182,0.34654922681636,1,0.565832870838284,0.203861713303203,1,0.538033015117603,0.40587691082925,0.871446132051233,0.41645686735447,0.446789627894753,0.302522556790984,0.583152246695416,0.474093407230598,0.79243605628736,0.566269557749658,0.460575206460593,0.38174801269123,0.641273935052382,0.59071202496433,0.49224709116772,0.660219451258309,0.995501212991351
3,B3011.011,2,Fraction Damaged,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0,0.00854700854700855,0,0.0170940170940171,0,0,0,0,0,0.00854700854700855,0.0170940170940171,0,0,0,0,0,0,0,0,0.00854700854700855,0,0,0,0.0341880341880342,0,0,0.00854700854700855,0,0,0,0,0.0170940170940171,0,0,0,0,0.0170940170940171,0,0,0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0.0341880341880342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00854700854700855,0,0,0,0.0341880341880342,0,0,0,0,0,0,0,0,0,0.0512820512820513,0,0,0,0,0,0.0512820512820513


4,-,-,Has Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,-,-,Collapse,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,-,-,Residual Drift,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False

4,B1031.011b,-,Total in Building,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
4,B1031.011b,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,B1031.011b,1/0,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,B1031.011b,1/0,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,B1031.011b,1/0,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,B1031.011b,1/1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,B1031.011b,1/1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,B1031.011b,1/1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,B1031.011b,2,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,B1031.011b,2,Fraction Needed,0.256869066259503,0.379731791819265,0.484057414709955,0.262818935388312,0.171574890323576,0.275271189382496,0.151974813174022,0.502215006170075,0.191595584588917,0.281368622253214,0.157947976819854,0.331748897947003,0.702316675507947,0.206401717889354,0.743249189197461,0.250164933537641,0.138390024056338,0.825290238476961,0.132856570248163,0.170518130650391,0.619703764689009,0.493080793751936,0.0980512107205998,0.0929130038534867,0.378922945778294,0.245447080279242,0.188358498145879,0.169798733298604,0.58696552840194,0.313153151996996,0.256395199487787,0.317003283819403,0.349024291865281,0.560654354158369,0.211755499313429,0.373798952683231,0.413899926407048,0.256158127815743,0.811478438271859,0.112096420168413,0.256242922472928,0.327454193976265,0.307879255930672,0.218959245337674,0.300731427624348,0.628010466863469,0.243139273873273,0.166576479607442,0.233479482665717,0.161363014869793,0.197494940998364,0.230140381635792,0.13007322537918,0.464830832727334,0.214597386778426,0.322211669011461,0.562024960414232,0.267086042864223,1,0.249824226651813,0.213492739420861,0.14361685045689,0.264579744413861,0.161365075413124,0.55539267636195,0.205547517676586,0.270478271623154,0.278781007614611,0.173607802960334,0.327044486917761,0.341060300737098,0.316832157049883,0.25763751443955,0.282888631169124,0.148048264915107,0.102234524721745,0.142804161874465,0.580093759776218,0.111350046762329,0.396690026733351,0.674700949831118,0.50232257125112,0.209631426282024,0.785478492190433,0.235743850864622,0.252572302510563,0.243578429790359,0.362796923571769,0.350529034182972,0.406315153388211,0.398849028091536,0.162243367640882,0.195190971343118,0.486173016364549,0.224446978679286,0.414969967587905,0.44350950143614,0.210683598277437,0.315037864121879,0.183005769896553
4,B1031.011b,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,B1031.011b,3,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,B1031.011b,3,Fraction Needed,0.0630927665318511,0.134909968611182,0.0745247733349944,0.0932935777197388,0.126874372181686,0.0737936348292173,0.063939994108746,0.0444575675214658,0.174979164926365,0.102956424801789,0.0828270020522304,0.183782228491675,0.0949870524322966,0.127995141594585,0.154818652870915,0.0849993751068929,0.104815470380788,0.0967549561479752,0.0643162638707367,0.128233924182756,0.0859511771495354,0.0920754886103641,0.0715567355869188,0.0683617256523061,0.146554351407635,0.0825230760301538,0.0893091395346435,0.094434514357176,0.137535456186408,0.0990124253791908,0.0570549325749716,0.0944403749235359,0.147271516820536,0.0677326768412529,0.154967595674777,0.0861889941167178,0.100955027809807,0.0893236312641404,0.0913819207852239,0.249317616485312,0.173084667996416,0.102134920167752,0.0831828725872824,0.194784968570099,0.0725868362483315,0.065915148517266,0.0557662959572812,0.132303849246959,0.21899563662512,0.147879366727729,0.349731925534339,0.125604586857297,0.102744437705239,0.116945510599359,0.0823390271671767,0.188834566639631,0.147921065258136,0.058469159228961,0.208220371885874,0.0882578704821584,0.0819880453641668,0.148202247988817,0.119969314692559,0.106846341451997,0.0733380358334534,0.152451277199974,0.112581424236182,0.129479092805911,0.066235266947166,0.130922052280359,0.0673058119271007,0.0836780107028716,0.340415255183596,0.0965766045007573,0.0368126958258724,0.128177983752091,0.14308209564219,0.166307053458611,0.0921864867227668,0.185366693438862,0.137176793980141,0.131929902495121,0.0370088644568645,0.0949718128753553,0.261819293434494,0.0851639536821782,0.134091678933789,0.109239383915539,0.228427822756895,0.0992055912438039,0.113834787578071,0.25768706851373,0.13706417369366,0.0563741944507084,0.0769403560447879,0.0760425287560008,0.0464482148064353,0.0792811421958322,0.0748582672427549,0.0910740979976584
4,B1031.011b,3,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

4,B1033.001b,-,Total in Building,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
4,B1033.001b,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,B1033.001b,1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,B1033.001b,1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,B1033.001b,1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
