Each Fragility and damage state and the quantity of items damaged building wide
Analysis,Fragility,DS,Information,Real 1
29,B1031.011b,2,Fraction Damaged,0
29,B1031.011b,3,Number in DS,0
29,B1031.011b,3,Fraction Needed,0.116848841129162
29,B1031.011b,3,Fraction Damaged,0

29,B1033.001b,-,Total in Building,12
29,B1033.001b,-,Caused Unsafe Placard,False
29,B1033.001b,1,Number in DS,0
29,B1033.001b,1,Fraction Needed,0
29,B1033.001b,1,Fraction Damaged,0
29,B1033.001b,2,Number in DS,0
29,B1033.001b,2,Fraction Needed,0.417880035298518
29,B1033.001b,2,Fraction Damaged,0
29,B1033.001b,3,Number in DS,0
29,B1033.001b,3,Fraction Needed,0.4688674823911
29,B1033.001b,3,Fraction Damaged,0
29,B1033.001b,4,Number in DS,0
29,B1033.001b,4,Fraction Needed,0.534274391000019
29,B1033.001b,4,Fraction Damaged,0

29,B1035.022,-,Total in Building,24
29,B1035.022,-,Caused Unsafe Placard,False
29,B1035.022,1,Number in DS,0
29,B1035.022,1,Fraction Needed,0
29,B1035.022,1,Fraction Damaged,0
29,B1035.022,2,Number in DS,0
29,B1035.022,2,Fraction Needed,0.434665624971288
29,B1035.022,2,Fraction Damaged,0
29,B1035.022,3,Number in DS,0
29,B1035.022,3,Fraction Needed,0.488386322444067
29,B1035.022,3,Fraction Damaged,0

29,B1035.032,-,Total in Building,24
29,B1035.032,-,Caused Unsafe Placard,False
29,B1035.032,1,Number in DS,0
29,B1035.032,1,Fraction Needed,0
29,B1035.032,1,Fraction Damaged,0
29,B1035.032,2,Number in DS,0
29,B1035.032,2,Fraction Needed,0.728644913646122
29,B1035.032,2,Fraction Damaged,0
29,B1035.032,3,Number in DS,0
29,B1035.032,3,Fraction Needed,0.335948858115895
29,B1035.032,3,Fraction Damaged,0

29,B2022.001,-,Total in Building,864
29,B2022.001,-,Caused Unsafe Placard,False
29,B2022.001,1,Number in DS,0
29,B2022.001,1,Fraction Needed,0
29,B2022.001,1,Fraction Damaged,0
29,B2022.001,2,Number in DS,0
29,B2022.001,2,Fraction Needed,0.838818469029505
29,B2022.001,2,Fraction Damaged,0

29,B3011.011,-,Total in Building,117
29,B3011.011,-,Caused Unsafe Placard,False
29,B3011.011,1,Number in DS,0
29,B3011.011,1,Fraction Needed,0
29,B3011.011,1,Fraction Damaged,0
29,B3011.011,2,Number in DS,3
29,B3011.011,2,Fraction Needed,0.439720811814589
29,B3011.011,2,Fraction Damaged,0.0256410256410256


30,-,-,Has Unsafe Placard,False
30,-,-,Collapse,False
30,-,-,Residual Drift,False

30,B1031.011b,-,Total in Building,16
30,B1031.011b,-,Caused Unsafe Placard,False
30,B1031.011b,1/0,Number in DS,0
30,B1031.011b,1/0,Fraction Needed,0
30,B1031.011b,1/0,Fraction Damaged,0
30,B1031.011b,1/1,Number in DS,0
30,B1031.011b,1/1,Fraction Needed,0
30,B1031.011b,1/1,Fraction Damaged,0
30,B1031.011b,2,Number in DS,0
30,B1031.011b,2,Fraction Needed,0.407622711320309
30,B1031.011b,2,Fraction Damaged,0
30,B1031.011b,3,Number in DS,0
30,B1031.011b,3,Fraction Needed,0.202925279616828
30,B1031.011b,3,Fraction Damaged,0

30,B1033.001b,-,Total in Building,12
30,B1033.001b,-,Caused Unsafe Placard,False
30,B1033.001b,1,Number in DS,0
30,B1033.001b,1,Fraction Needed,0
30,B1033.001b,1,Fraction Damaged,0
30,B1033.001b,2,Number in DS,0
30,B1033.001b,2,Fraction Needed,0.57091851375281
30,B1033.001b,2,Fraction Damaged,0
30,B1033.001b,3,Number in DS,0
30,B1033.001b,3,Fraction Needed,0.13008013095768
30,B1033.001b,3,Fraction Damaged,0
30,B1033.001b,4,Number in DS,0
30,B1033.001b,4,Fraction Needed,0.258923341601359
30,B1033.001b,4,Fraction Damaged,0

30,B1035.022,-,Total in Building,24
30,B1035.022,-,Caused Unsafe Placard,False
30,B1035.022,1,Number in DS,0
30,B1035.022,1,Fraction Needed,0
30,B1035.022,1,Fraction Damaged,0
30,B1035.022,2,Number in DS,0
30,B1035.022,2,Fraction Needed,0.601031519036354
30,B1035.022,2,Fraction Damaged,0
30,B1035.022,3,Number in DS,0
30,B1035.022,3,Fraction Needed,0.870284849941898
30,B1035.022,3,Fraction Damaged,0

30,B1035.032,-,Total in Building,24
30,B1035.032,-,Caused Unsafe Placard,False
30,B1035.032,1,Number in DS,0
30,B1035.032,1,Fraction Needed,0
30,B1035.032,1,Fraction Damaged,0
30,B1035.032,2,Number in DS,0
30,B1035.032,2,Fraction Needed,0.429657769549273
30,B1035.032,2,Fraction Damaged,0
30,B1035.032,3,Number in DS,0
30,B1035.032,3,Fraction Needed,0.237179085803931
30,B1035.032,3,Fraction Damaged,0

30,B2022.001,-,Total in Building,864
30,B2022.001,-,Caused Unsafe Placard,False
30,B2022.001,1,Number in DS,0
30,B2022.001,1,Fraction Needed,0
30,B2022.001,1,Fraction Damaged,0
30,B2022.001,2,Number in DS,0
30,B2022.001,2,Fraction Needed,0.851712116996041
30,B2022.001,2,Fraction Damaged,0

30,B3011.011,-,Total in Building,117
30,B3011.011,-,Caused Unsafe Placard,False
30,B3011.011,1,Number in DS,0
30,B3011.011,1,Fraction Needed,0
30,B3011.011,1,Fraction Damaged,0
30,B3011.011,2,Number in DS,0
30,B3011.011,2,Fraction Needed,0.965912993375454
30,B3011.011,2,Fraction Damaged,0


31,-,-,Has Unsafe Placard,False
31,-,-,Collapse,False
31,-,-,Residual Drift,False

31,B1031.011b,-,Total in Building,16
31,B1031.011b,-,Caused Unsafe Placard,False
31,B1031.011b,1/0,Number in DS,0
31,B1031.011b,1/0,Fraction Needed,0
31,B1031.011b,1/0,Fraction Damaged,0
31,B1031.011b,1/1,Number in DS,0
31,B1031.011b,1/1,Fraction Needed,0
31,B1031.011b,1/1,Fraction Damaged,0
31,B1031.011b,2,Number in DS,0
31,B1031.011b,2,Fraction Needed,0.610596570807455
31,B1031.011b,2,Fraction Damaged,0
31,B1031.011b,3,Number in DS,0
31,B1031.011b,3,Fraction Needed,0.110314190697947
31,B1031.011b,3,Fraction Damaged,0

31,B1033.001b,-,Total in Building,12
31,B1033.001b,-,Caused Unsafe Placard,False
31,B1033.001b,1,Number in DS,0
31,B1033.001b,1,Fraction Needed,0
31,B1033.001b,1,Fraction Damaged,0
31,B1033.001b,2,Number in DS,0
31,B1033.001b,2,Fraction Needed,0.375943492713805
31,B1033.001b,2,Fraction Damaged,0
31,B1033.001b,3,Number in DS,0
31,B1033.001b,3,Fraction Needed,0.61730799130801
31,B1033.001b,3,Fraction Damaged,0
31,B1033.001b,4,Number in DS,0
31,B1033.001b,4,Fraction Needed,0.263343493732794
31,B1033.001b,4,Fraction Damaged,0

31,B1035.022,-,Total in Building,24
31,B1035.022,-,Caused Unsafe Placard,False
31,B1035.022,1,Number in DS,0
31,B1035.022,1,Fraction Needed,0
31,B1035.022,1,Fraction Damaged,0
31,B1035.022,2,Number in DS,0
31,B1035.022,2,Fraction Needed,0.16614087422842
31,B1035.022,2,Fraction Damaged,0
31,B1035.022,3,Number in DS,0
31,B1035.022,3,Fraction Needed,0.557839039302313
31,B1035.022,3,Fraction Damaged,0

31,B1035.032,-,Total in Building,24
31,B1035.032,-,Caused Unsafe Placard,False
31,B1035.032,1,Number in DS,0
31,B1035.032,1,Fraction Needed,0
31,B1035.032,1,Fraction Damaged,0
31,B1035.032,2,Number in DS,0
31,B1035.032,2,Fraction Needed,0.680167627990719
31,B1035.032,2,Fraction Damaged,0
31,B1035.032,3,Number in DS,0
31,B1035.032,3,Fraction Needed,0.650169223648658
31,B1035.032,3,Fraction Damaged,0

31,B2022.001,-,Total in Building,864
31,B2022.001,-,Caused Unsafe Placard,False
31,B2022.001,1,Number in DS,0
31,B2022.001,1,Fraction Needed,0
31,B2022.001,1,Fraction Damaged,0
31,B2022.001,2,Number in DS,0
31,B2022.001,2,Fraction Needed,0.534467603851567
31,B2022.001,2,Fraction Damaged,0

31,B3011.011,-,Total in Building,117
31,B3011.011,-,Caused Unsafe Placard,False
31,B3011.011,1,Number in DS,0
31,B3011.011,1,Fraction Needed,0
31,B3011.011,1,Fraction Damaged,0
31,B3011.011,2,Number in DS,10
31,B3011.011,2,Fraction Needed,0.437940120822623
31,B3011.011,2,Fraction Damaged,0.0854700854700855


32,-,-,Has Unsafe Placard,True
32,-,-,Collapse,False
32,-,-,Residual Drift,False

32,B1031.011b,-,Total in Building,16
32,B1031.011b,-,Caused Unsafe Placard,False
32,B1031.011b,1/0,Number in DS,0
32,B1031.011b,1/0,Fraction Needed,0
32,B1031.011b,1/0,Fraction Damaged,0
32,B1031.011b,1/1,Number in DS,0
32,B1031.011b,1/1,Fraction Needed,0
32,B1031.011b,1/1,Fraction Damaged,0
32,B1031.011b,2,Number in DS,0
32,B1031.011b,2,Fraction Needed,0.217352333869923
32,B1031.011b,2,Fraction Damaged,0
32,B1031.011b,3,Number in DS,0
32,B1031.011b,3,Fraction Needed,0.11090115814319
32,B1031.011b,3,Fraction Damaged,0

32,B1033.001b,-,Total in Building,12
32,B1033.001b,-,Caused Unsafe Placard,False
32,B1033.001b,1,Number in DS,0
32,B1033.001b,1,Fraction Needed,0
32,B1033.001b,1,Fraction Damaged,0
32,B1033.001b,2,Number in DS,1
32,B1033.001b,2,Fraction Needed,0.447045936167461
32,B1033.001b,2,Fraction Damaged,0.0833333333333333
32,B1033.001b,3,Number in DS,0
32,B1033.001b,3,Fraction Needed,0.187617468223438
32,B1033.001b,3,Fraction Damaged,0
32,B1033.001b,4,Number in DS,0
32,B1033.001b,4,Fraction Needed,0.19265289324281
32,B1033.001b,4,Fraction Damaged,0

32,B1035.022,-,Total in Building,24
32,B1035.022,-,Caused Unsafe Placard,False
32,B1035.022,1,Number in DS,0
32,B1035.022,1,Fraction Needed,0
32,B1035.022,1,Fraction Damaged,0
32,B1035.022,2,Number in DS,0
32,B1035.022,2,Fraction Needed,0.461684736827833
32,B1035.022,2,Fraction Damaged,0
32,B1035.022,3,Number in DS,0
32,B1035.022,3,Fraction Needed,0.570031523616824
32,B1035.022,3,Fraction Damaged,0

32,B1035.032,-,Total in Building,24
32,B1035.032,-,Caused Unsafe Placard,False
32,B1035.032,1,Number in DS,0
32,B1035.032,1,Fraction Needed,0
32,B1035.032,1,Fraction Damaged,0
32,B1035.032,2,Number in DS,0
32,B1035.032,2,Fraction Needed,0.702476496797328
32,B1035.032,2,Fraction Damaged,0
32,B1035.032,3,Number in DS,0
32,B1035.032,3,Fraction Needed,0.354335537523697
32,B1035.032,3,Fraction Damaged,0

32,B2022.001,-,Total in Building,864
32,B2022.001,-,Caused Unsafe Placard,False
32,B2022.001,1,Number in DS,0
32,B2022.001,1,Fraction Needed,0
32,B2022.001,1,Fraction Damaged,0
32,B2022.001,2,Number in DS,0
32,B2022.001,2,Fraction Needed,0.727044125524972
32,B2022.001,2,Fraction Damaged,0

32,B3011.011,-,Total in Building,117
32,B3011.011,-,Caused Unsafe Placard,True
32,B3011.011,1,Number in DS,0
32,B3011.011,1,Fraction Needed,0
32,B3011.011,1,Fraction Damaged,0
32,B3011.011,2,Number in DS,73
32,B3011.011,2,Fraction Needed,0.425064821058857
32,B3011.011,2,Fraction Damaged,0.623931623931624


33,-,-,Has Unsafe Placard,False
33,-,-,Collapse,False
33,-,-,Residual Drift,False

33,B1031.011b,-,Total in Building,16
33,B1031.011b,-,Caused Unsafe Placard,False
33,B1031.011b,1/0,Number in DS,0
33,B1031.011b,1/0,Fraction Needed,0
33,B1031.011b,1/0,Fraction Damaged,0
33,B1031.011b,1/1,Number in DS,0
33,B1031.011b,1/1,Fraction Needed,0
33,B1031.011b,1/1,Fraction Damaged,0
33,B1031.011b,2,Number in DS,0
33,B1031.011b,2,Fraction Needed,0.598454913323889
33,B1031.011b,2,Fraction Damaged,0
33,B1031.011b,3,Number in DS,0
33,B1031.011b,3,Fraction Needed,0.0836819093747077
33,B1031.011b,3,Fraction Damaged,0

33,B1033.001b,-,Total in Building,12
33,B1033.001b,-,Caused Unsafe Placard,False
33,B1033.001b,1,Number in DS,0
33,B1033.001b,1,Fraction Needed,0
33,B1033.001b,1,Fraction Damaged,0
33,B1033.001b,2,Number in DS,0
33,B1033.001b,2,Fraction Needed,0.525915821788739
33,B1033.001b,2,Fraction Damaged,0
33,B1033.001b,3,Number in DS,0
33,B1033.001b,3,Fraction Needed,0.368459599122714
33,B1033.001b,3,Fraction Damaged,0
33,B1033.001b,4,Number in DS,0
33,B1033.001b,4,Fraction Needed,0.521036302474914
33,B1033.001b,4,Fraction Damaged,0

33,B1035.022,-,Total in Building,24
33,B1035.022,-,Caused Unsafe Placard,False
33,B1035.022,1,Number in DS,0
33,B1035.022,1,Fraction Needed,0
33,B1035.022,1,Fraction Damaged,0
33,B1035.022,2,Number in DS,0
33,B1035.022,2,Fraction Needed,0.819809095900359
33,B1035.022,2,Fraction Damaged,0
33,B1035.022,3,Number in DS,0
33,B1035.022,3,Fraction Needed,0.340224136005435
33,B1035.022,3,Fraction Damaged,0

33,B1035.032,-,Total in Building,24
33,B1035.032,-,Caused Unsafe Placard,False
33,B1035.032,1,Number in DS,0
33,B1035.032,1,Fraction Needed,0
33,B1035.032,1,Fraction Damaged,0
33,B1035.032,2,Number in DS,0
33,B1035.032,2,Fraction Needed,0.687026743818002
33,B1035.032,2,Fraction Damaged,0
33,B1035.032,3,Number in DS,0
33,B1035.032,3,Fraction Needed,0.479319470129747
33,B1035.032,3,Fraction Damaged,0

33,B2022.001,-,Total in Building,864
33,B2022.001,-,Caused Unsafe Placard,False
33,B2022.001,1,Number in DS,0
33,B2022.001,1,Fraction Needed,0
33,B2022.001,1,Fraction Damaged,0
33,B2022.001,2,Number in DS,0
33,B2022.001,2,Fraction Needed,1
33,B2022.001,2,Fraction Damaged,0

33,B3011.011,-,Total in Building,117
33,B3011.011,-,Caused Unsafe Placard,False
33,B3011.011,1,Number in DS,0
33,B3011.011,1,Fraction Needed,0
33,B3011.011,1,Fraction Damaged,0
33,B3011.011,2,Number in DS,0
33,B3011.011,2,Fraction Needed,0.525371923771433
33,B3011.011,2,Fraction Damaged,0


34,-,-,Has Unsafe Placard,False
34,-,-,Collapse,False
34,-,-,Residual Drift,False

34,B1031.011b,-,Total in Building,16
34,B1031.011b,-,Caused Unsafe Placard,False
34,B1031.011b,1/0,Number in DS,0
34,B1031.011b,1/0,Fraction Needed,0
34,B1031.011b,1/0,Fraction Damaged,0
34,B1031.011b,1/1,Number in DS,0
34,B1031.011b,1/1,Fraction Needed,0
34,B1031.011b,1/1,Fraction Damaged,0
34,B1031.011b,2,Number in DS,0
34,B1031.011b,2,Fraction Needed,0.27365619591656
34,B1031.011b,2,Fraction Damaged,0
34,B1031.011b,3,Number in DS,0
34,B1031.011b,3,Fraction Needed,0.0538431736952632
34,B1031.011b,3,Fraction Damaged,0

34,B1033.001b,-,Total in Building,12
34,B1033.001b,-,Caused Unsafe Placard,False
34,B1033.001b,1,Number in DS,0
34,B1033.001b,1,Fraction Needed,0
34,B1033.001b,1,Fraction Damaged,0
34,B1033.001b,2,Number in DS,0
34,B1033.001b,2,Fraction Needed,1
34,B1033.001b,2,Fraction Damaged,0
34,B1033.001b,3,Number in DS,0
34,B1033.001b,3,Fraction Needed,0.313942514058282
34,B1033.001b,3,Fraction Damaged,0
34,B1033.001b,4,Number in DS,0
34,B1033.001b,4,Fraction Needed,0.235004572646269
34,B1033.001b,4,Fraction Damaged,0

34,B1035.022,-,Total in Building,24
34,B1035.022,-,Caused Unsafe Placard,False
34,B1035.022,1,Number in DS,0
34,B1035.022,1,Fraction Needed,0
34,B1035.022,1,Fraction Damaged,0
34,B1035.022,2,Number in DS,0
34,B1035.022,2,Fraction Needed,0.700330879280198
34,B1035.022,2,Fraction Damaged,0
34,B1035.022,3,Number in DS,0
34,B1035.022,3,Fraction Needed,0.271978223659192
34,B1035.022,3,Fraction Damaged,0

34,B1035.032,-,Total in Building,24
34,B1035.032,-,Caused Unsafe Placard,False
34,B1035.032,1,Number in DS,0
34,B1035.032,1,Fraction Needed,0
34,B1035.032,1,Fraction Damaged,0
34,B1035.032,2,Number in DS,0
34,B1035.032,2,Fraction Needed,0.550703251448002
34,B1035.032,2,Fraction Damaged,0
34,B1035.032,3,Number in DS,0
34,B1035.032,3,Fraction Needed,0.634303598241761
34,B1035.032,3,Fraction Damaged,0

34,B2022.001,-,Total in Building,864
34,B2022.001,-,Caused Unsafe Placard,False
34,B2022.001,1,Number in DS,0
34,B2022.001,1,Fraction Needed,0
34,B2022.001,1,Fraction Damaged,0
34,B2022.001,2,Number in DS,0
34,B2022.001,2,Fraction Needed,0.783180552740316
34,B2022.001,2,Fraction Damaged,0

34,B3011.011,-,Total in Building,117
34,B3011.011,-,Caused Unsafe Placard,False
34,B3011.011,1,Number in DS,0
34,B3011.011,1,Fraction Needed,0
34,B3011.011,1,Fraction Damaged,0
34,B3011.011,2,Number in DS,4
34,B3011.011,2,Fraction Needed,0.474561325400246
34,B3011.011,2,Fraction Damaged,0.0341880341880342


35,-,-,Has Unsafe Placard,False
35,-,-,Collapse,False
35,-,-,Residual Drift,False

35,B1031.011b,-,Total in Building,16
35,B1031.011b,-,Caused Unsafe Placard,False
35,B1031.011b,1/0,Number in DS,0
35,B1031.011b,1/0,Fraction Needed,0
35,B1031.011b,1/0,Fraction Damaged,0
35,B1031.011b,1/1,Number in DS,0
35,B1031.011b,1/1,Fraction Needed,0
35,B1031.011b,1/1,Fraction Damaged,0
35,B1031.011b,2,Number in DS,0
35,B1031.011b,2,Fraction Needed,0.288831692939602
35,B1031.011b,2,Fraction Damaged,0
35,B1031.011b,3,Number in DS,0
35,B1031.011b,3,Fraction Needed,0.223853827773645
35,B1031.011b,3,Fraction Damaged,0

35,B1033.001b,-,Total in Building,12
35,B1033.001b,-,Caused Unsafe Placard,False
35,B1033.001b,1,Number in DS,0
35,B1033.001b,1,Fraction Needed,0
35,B1033.001b,1,Fraction Damaged,0
35,B1033.001b,2,Number in DS,0
35,B1033.001b,2,Fraction Needed,0.740623041990439
35,B1033.001b,2,Fraction Damaged,0
35,B1033.001b,3,Number in DS,0
35,B1033.001b,3,Fraction Needed,0.566610015726418
35,B1033.001b,3,Fraction Damaged,0
35,B1033.001b,4,Number in DS,0
35,B1033.001b,4,Fraction Needed,0.0651364123652183
35,B1033.001b,4,Fraction Damaged,0

35,B1035.022,-,Total in Building,24
35,B1035.022,-,Caused Unsafe Placard,False
35,B1035.022,1,Number in DS,0
35,B1035.022,1,Fraction Needed,0
35,B1035.022,1,Fraction Damaged,0
35,B1035.022,2,Number in DS,0
35,B1035.022,2,Fraction Needed,0.366590830633864
35,B1035.022,2,Fraction Damaged,0
35,B1035.022,3,Number in DS,0
35,B1035.022,3,Fraction Needed,0.324929375720192
35,B1035.022,3,Fraction Damaged,0

35,B1035.032,-,Total in Building,24
35,B1035.032,-,Caused Unsafe Placard,False
35,B1035.032,1,Number in DS,0
35,B1035.032,1,Fraction Needed,0
35,B1035.032,1,Fraction Damaged,0
35,B1035.032,2,Number in DS,0
35,B1035.032,2,Fraction Needed,0.444980960724466
35,B1035.032,2,Fraction Damaged,0
35,B1035.032,3,Number in DS,0
35,B1035.032,3,Fraction Needed,0.995924171225734
35,B1035.032,3,Fraction Damaged,0

35,B2022.001,-,Total in Building,864
35,B2022.001,-,Caused Unsafe Placard,False
35,B2022.001,1,Number in DS,0
35,B2022.001,1,Fraction Needed,0
35,B2022.001,1,Fraction Damaged,0
35,B2022.001,2,Number in DS,0
35,B2022.001,2,Fraction Needed,0.586956409020191
35,B2022.001,2,Fraction Damaged,0

35,B3011.011,-,Total in Building,117
35,B3011.011,-,Caused Unsafe Placard,False
35,B3011.011,1,Number in DS,0
35,B3011.011,1,Fraction Needed,0
35,B3011.011,1,Fraction Damaged,0
35,B3011.011,2,Number in DS,0
35,B3011.011,2,Fraction Needed,0.267587598413501
35,B3011.011,2,Fraction Damaged,0


36,-,-,Has Unsafe Placard,False
36,-,-,Collapse,False
36,-,-,Residual Drift,False

36,B1031.011b,-,Total in Building,16
36,B1031.011b,-,Caused Unsafe Placard,False
36,B1031.011b,1/0,Number in DS,0
36,B1031.011b,1/0,Fraction Needed,0
36,B1031.011b,1/0,Fraction Damaged,0
36,B1031.011b,1/1,Number in DS,0
36,B1031.011b,1/1,Fraction Needed,0
36,B1031.011b,1/1,Fraction Damaged,0
36,B1031.011b,2,Number in DS,0
36,B1031.011b,2,Fraction Needed,0.199940312391158
36,B1031.011b,2,Fraction Damaged,0
36,B1031.011b,3,Number in DS,0
36,B1031.011b,3,Fraction Needed,0.0694915657496241
36,B1031.011b,3,Fraction Damaged,0

36,B1033.001b,-,Total in Building,12
36,B1033.001b,-,Caused Unsafe Placard,False
36,B1033.001b,1,Number in DS,0
36,B1033.001b,1,Fraction Needed,0
36,B1033.001b,1,Fraction Damaged,0
36,B1033.001b,2,Number in DS,0
36,B1033.001b,2,Fraction Needed,1
36,B1033.001b,2,Fraction Damaged,0
36,B1033.001b,3,Number in DS,0
36,B1033.001b,3,Fraction Needed,0.447113329608594
36,B1033.001b,3,Fraction Damaged,0
36,B1033.001b,4,Number in DS,0
36,B1033.001b,4,Fraction Needed,0.215027460634952
36,B1033.001b,4,Fraction Damaged,0

36,B1035.022,-,Total in Building,24
36,B1035.022,-,Caused Unsafe Placard,False
36,B1035.022,1,Number in DS,0
36,B1035.022,1,Fraction Needed,0
36,B1035.022,1,Fraction Damaged,0
36,B1035.022,2,Number in DS,0
36,B1035.022,2,Fraction Needed,0.564441794388578
36,B1035.022,2,Fraction Damaged,0
36,B1035.022,3,Number in DS,0
36,B1035.022,3,Fraction Needed,0.474470941343097
36,B1035.022,3,Fraction Damaged,0

36,B1035.032,-,Total in Building,24
36,B1035.032,-,Caused Unsafe Placard,False
36,B1035.032,1,Number in DS,0
36,B1035.032,1,Fraction Needed,0
36,B1035.032,1,Fraction Damaged,0
36,B1035.032,2,Number in DS,0
36,B1035.032,2,Fraction Needed,0.628566628341799
36,B1035.032,2,Fraction Damaged,0
36,B1035.032,3,Number in DS,0
36,B1035.032,3,Fraction Needed,0.251538546435749
36,B1035.032,3,Fraction Damaged,0

36,B2022.001,-,Total in Building,864
36,B2022.001,-,Caused Unsafe Placard,False
36,B2022.001,1,Number in DS,0
36,B2022.001,1,Fraction Needed,0
36,B2022.001,1,Fraction Damaged,0
36,B2022.001,2,Number in DS,0
36,B2022.001,2,Fraction Needed,1
36,B2022.001,2,Fraction Damaged,0

36,B3011.011,-,Total in Building,117
36,B3011.011,-,Caused Unsafe Placard,False
36,B3011.011,1,Number in DS,0
36,B3011.011,1,Fraction Needed,0
36,B3011.011,1,Fraction Damaged,0
36,B3011.011,2,Number in DS,0
36,B3011.011,2,Fraction Needed,0.259420247848908
36,B3011.011,2,Fraction Damaged,0


37,-,-,Has Unsafe Placard,False
37,-,-,Collapse,False
37,-,-,Residual Drift,False

37,B1031.011b,-,Total in Building,16
37,B1031.011b,-,Caused Unsafe Placard,False
37,B1031.011b,1/0,Number in DS,0
37,B1031.011b,1/0,Fraction Needed,0
37,B1031.011b,1/0,Fraction Damaged,0
37,B1031.011b,1/1,Number in DS,0
37,B1031.011b,1/1,Fraction Needed,0
37,B1031.011b,1/1,Fraction Damaged,0
37,B1031.011b,2,Number in DS,0
37,B1031.011b,2,Fraction Needed,0.506813375177668
37,B1031.011b,2,Fraction Damaged,0
37,B1031.011b,3,Number in DS,0
37,B1031.011b,3,Fraction Needed,0.0987303488862993
37,B1031.011b,3,Fraction Damaged,0

37,B1033.001b,-,Total in Building,12
37,B1033.001b,-,Caused Unsafe Placard,False
37,B1033.001b,1,Number in DS,0
37,B1033.001b,1,Fraction Needed,0
37,B1033.001b,1,Fraction Damaged,0
37,B1033.001b,2,Number in DS,0
37,B1033.001b,2,Fraction Needed,0.241310042475094
37,B1033.001b,2,Fraction Damaged,0
37,B1033.001b,3,Number in DS,0
37,B1033.001b,3,Fraction Needed,0.772806452747129
37,B1033.001b,3,Fraction Damaged,0
37,B1033.001b,4,Number in DS,0
37,B1033.001b,4,Fraction Needed,0.277006305106555
37,B1033.001b,4,Fraction Damaged,0

37,B1035.022,-,Total in Building,24
37,B1035.022,-,Caused Unsafe Placard,False
37,B1035.022,1,Number in DS,0
37,B1035.022,1,Fraction Needed,0
37,B1035.022,1,Fraction Damaged,0
37,B1035.022,2,Number in DS,0
37,B1035.022,2,Fraction Needed,0.303834135935749
37,B1035.022,2,Fraction Damaged,0
37,B1035.022,3,Number in DS,0
37,B1035.022,3,Fraction Needed,1
37,B1035.022,3,Fraction Damaged,0

37,B1035.032,-,Total in Building,24
37,B1035.032,-,Caused Unsafe Placard,False
37,B1035.032,1,Number in DS,0
37,B1035.032,1,Fraction Needed,0
37,B1035.032,1,Fraction Damaged,0
37,B1035.032,2,Number in DS,0
37,B1035.032,2,Fraction Needed,0.609478798966956
37,B1035.032,2,Fraction Damaged,0
37,B1035.032,3,Number in DS,0
37,B1035.032,3,Fraction Needed,0.647935115350984
37,B1035.032,3,Fraction Damaged,0

37,B2022.001,-,Total in Building,864
37,B2022.001,-,Caused Unsafe Placard,False
37,B2022.001,1,Number in DS,0
37,B2022.001,1,Fraction Needed,0
37,B2022.001,1,Fraction Damaged,0
37,B2022.001,2,Number in DS,0
37,B2022.001,2,Fraction Needed,1
37,B2022.001,2,Fraction Damaged,0

37,B3011.011,-,Total in Building,117
37,B3011.011,-,Caused Unsafe Placard,False
37,B3011.011,1,Number in DS,0
37,B3011.011,1,Fraction Needed,0
37,B3011.011,1,Fraction Damaged,0
37,B3011.011,2,Number in DS,0
37,B3011.011,2,Fraction Needed,0.413928413387251
37,B3011.011,2,Fraction Damaged,0


38,-,-,Has Unsafe Placard,False
38,-,-,Collapse,False
38,-,-,Residual Drift,False

38,B1031.011b,-,Total in Building,16
38,B1031.011b,-,Caused Unsafe Placard,False
38,B1031.011b,1/0,Number in DS,0
38,B1031.011b,1/0,Fraction Needed,0
38,B1031.011b,1/0,Fraction Damaged,0
38,B1031.011b,1/1,Number in DS,0
38,B1031.011b,1/1,Fraction Needed,0
38,B1031.011b,1/1,Fraction Damaged,0
38,B1031.011b,2,Number in DS,0
38,B1031.011b,2,Fraction Needed,0.0951419164128144
38,B1031.011b,2,Fraction Damaged,0
38,B1031.011b,3,Number in DS,0
38,B1031.011b,3,Fraction Needed,0.0959265678898234
38,B1031.011b,3,Fraction Damaged,0

38,B1033.001b,-,Total in Building,12
38,B1033.001b,-,Caused Unsafe Placard,False
38,B1033.001b,1,Number in DS,0
38,B1033.001b,1,Fraction Needed,0
38,B1033.001b,1,Fraction Damaged,0
38,B1033.001b,2,Number in DS,0
38,B1033.001b,2,Fraction Needed,0.675243664881539
38,B1033.001b,2,Fraction Damaged,0
38,B1033.001b,3,Number in DS,0
38,B1033.001b,3,Fraction Needed,0.236631309663901
38,B1033.001b,3,Fraction Damaged,0
38,B1033.001b,4,Number in DS,0
38,B1033.001b,4,Fraction Needed,0.0903290697468637
38,B1033.001b,4,Fraction Damaged,0

38,B1035.022,-,Total in Building,24
38,B1035.022,-,Caused Unsafe Placard,False
38,B1035.022,1,Number in DS,0
38,B1035.022,1,Fraction Needed,0
38,B1035.022,1,Fraction Damaged,0
38,B1035.022,2,Number in DS,0
38,B1035.022,2,Fraction Needed,0.484381577891795
38,B1035.022,2,Fraction Damaged,0
38,B1035.022,3,Number in DS,0
38,B1035.022,3,Fraction Needed,0.217760313013065
38,B1035.022,3,Fraction Damaged,0

38,B1035.032,-,Total in Building,24
