Each Fragility and damage state and the quantity of items damaged building wide
Analysis,Fragility,DS,Information,Real 1

31,B3011.011,-,Total in Building,549
31,B3011.011,-,Caused Unsafe Placard,False
31,B3011.011,1,Number in DS,0
31,B3011.011,1,Fraction Needed,0
31,B3011.011,1,Fraction Damaged,0
31,B3011.011,2,Number in DS,7
31,B3011.011,2,Fraction Needed,0.345164612055989
31,B3011.011,2,Fraction Damaged,0.0127504553734062

31,B1031.021b,-,Total in Building,40
31,B1031.021b,-,Caused Unsafe Placard,False
31,B1031.021b,1/0,Number in DS,0
31,B1031.021b,1/0,Fraction Needed,0
31,B1031.021b,1/0,Fraction Damaged,0
31,B1031.021b,1/1,Number in DS,0
31,B1031.021b,1/1,Fraction Needed,0
31,B1031.021b,1/1,Fraction Damaged,0
31,B1031.021b,2,Number in DS,0
31,B1031.021b,2,Fraction Needed,0.0133950904703294
31,B1031.021b,2,Fraction Damaged,0


32,-,-,Has Unsafe Placard,True
32,-,-,Collapse,False
32,-,-,Residual Drift,False

32,B1031.001,-,Total in Building,20
32,B1031.001,-,Caused Unsafe Placard,False
32,B1031.001,1/0,Number in DS,0
32,B1031.001,1/0,Fraction Needed,0
32,B1031.001,1/0,Fraction Damaged,0
32,B1031.001,1/1,Number in DS,0
32,B1031.001,1/1,Fraction Needed,0
32,B1031.001,1/1,Fraction Damaged,0
32,B1031.001,2,Number in DS,0
32,B1031.001,2,Fraction Needed,0.103111023895229
32,B1031.001,2,Fraction Damaged,0
32,B1031.001,3,Number in DS,0
32,B1031.001,3,Fraction Needed,0.17876596052066
32,B1031.001,3,Fraction Damaged,0

32,B1035.022,-,Total in Building,36
32,B1035.022,-,Caused Unsafe Placard,False
32,B1035.022,1,Number in DS,0
32,B1035.022,1,Fraction Needed,0
32,B1035.022,1,Fraction Damaged,0
32,B1035.022,2,Number in DS,0
32,B1035.022,2,Fraction Needed,0.340591379839796
32,B1035.022,2,Fraction Damaged,0
32,B1035.022,3,Number in DS,0
32,B1035.022,3,Fraction Needed,0.334890369827256
32,B1035.022,3,Fraction Damaged,0

32,B1035.032,-,Total in Building,144
32,B1035.032,-,Caused Unsafe Placard,False
32,B1035.032,1,Number in DS,0
32,B1035.032,1,Fraction Needed,0
32,B1035.032,1,Fraction Damaged,0
32,B1035.032,2,Number in DS,0
32,B1035.032,2,Fraction Needed,0.451540045358164
32,B1035.032,2,Fraction Damaged,0
32,B1035.032,3,Number in DS,0
32,B1035.032,3,Fraction Needed,0.485077705925355
32,B1035.032,3,Fraction Damaged,0

32,B2022.001,-,Total in Building,4050
32,B2022.001,-,Caused Unsafe Placard,False
32,B2022.001,1,Number in DS,0
32,B2022.001,1,Fraction Needed,0
32,B2022.001,1,Fraction Damaged,0
32,B2022.001,2,Number in DS,0
32,B2022.001,2,Fraction Needed,1
32,B2022.001,2,Fraction Damaged,0

32,B3011.011,-,Total in Building,549
32,B3011.011,-,Caused Unsafe Placard,True
32,B3011.011,1,Number in DS,0
32,B3011.011,1,Fraction Needed,0
32,B3011.011,1,Fraction Damaged,0
32,B3011.011,2,Number in DS,381
32,B3011.011,2,Fraction Needed,0.236757769557968
32,B3011.011,2,Fraction Damaged,0.693989071038251

32,B1031.021b,-,Total in Building,40
32,B1031.021b,-,Caused Unsafe Placard,False
32,B1031.021b,1/0,Number in DS,0
32,B1031.021b,1/0,Fraction Needed,0
32,B1031.021b,1/0,Fraction Damaged,0
32,B1031.021b,1/1,Number in DS,0
32,B1031.021b,1/1,Fraction Needed,0
32,B1031.021b,1/1,Fraction Damaged,0
32,B1031.021b,2,Number in DS,0
32,B1031.021b,2,Fraction Needed,0.0140440652765632
32,B1031.021b,2,Fraction Damaged,0


33,-,-,Has Unsafe Placard,False
33,-,-,Collapse,False
33,-,-,Residual Drift,False

33,B1031.001,-,Total in Building,20
33,B1031.001,-,Caused Unsafe Placard,False
33,B1031.001,1/0,Number in DS,0
33,B1031.001,1/0,Fraction Needed,0
33,B1031.001,1/0,Fraction Damaged,0
33,B1031.001,1/1,Number in DS,0
33,B1031.001,1/1,Fraction Needed,0
33,B1031.001,1/1,Fraction Damaged,0
33,B1031.001,2,Number in DS,0
33,B1031.001,2,Fraction Needed,0.282612152930538
33,B1031.001,2,Fraction Damaged,0
33,B1031.001,3,Number in DS,0
33,B1031.001,3,Fraction Needed,0.101113210856923
33,B1031.001,3,Fraction Damaged,0

33,B1035.022,-,Total in Building,36
33,B1035.022,-,Caused Unsafe Placard,False
33,B1035.022,1,Number in DS,0
33,B1035.022,1,Fraction Needed,0
33,B1035.022,1,Fraction Damaged,0
33,B1035.022,2,Number in DS,0
33,B1035.022,2,Fraction Needed,0.447696102930965
33,B1035.022,2,Fraction Damaged,0
33,B1035.022,3,Number in DS,0
33,B1035.022,3,Fraction Needed,0.693270880931073
33,B1035.022,3,Fraction Damaged,0

33,B1035.032,-,Total in Building,144
33,B1035.032,-,Caused Unsafe Placard,False
33,B1035.032,1,Number in DS,0
33,B1035.032,1,Fraction Needed,0
33,B1035.032,1,Fraction Damaged,0
33,B1035.032,2,Number in DS,0
33,B1035.032,2,Fraction Needed,0.237198869589342
33,B1035.032,2,Fraction Damaged,0
33,B1035.032,3,Number in DS,0
33,B1035.032,3,Fraction Needed,0.817722625831245
33,B1035.032,3,Fraction Damaged,0

33,B2022.001,-,Total in Building,4050
33,B2022.001,-,Caused Unsafe Placard,False
33,B2022.001,1,Number in DS,0
33,B2022.001,1,Fraction Needed,0
33,B2022.001,1,Fraction Damaged,0
33,B2022.001,2,Number in DS,0
33,B2022.001,2,Fraction Needed,0.364243777782521
33,B2022.001,2,Fraction Damaged,0

33,B3011.011,-,Total in Building,549
33,B3011.011,-,Caused Unsafe Placard,False
33,B3011.011,1,Number in DS,0
33,B3011.011,1,Fraction Needed,0
33,B3011.011,1,Fraction Damaged,0
33,B3011.011,2,Number in DS,0
33,B3011.011,2,Fraction Needed,0.281970202366917
33,B3011.011,2,Fraction Damaged,0

33,B1031.021b,-,Total in Building,40
33,B1031.021b,-,Caused Unsafe Placard,False
33,B1031.021b,1/0,Number in DS,0
33,B1031.021b,1/0,Fraction Needed,0
33,B1031.021b,1/0,Fraction Damaged,0
33,B1031.021b,1/1,Number in DS,0
33,B1031.021b,1/1,Fraction Needed,0
33,B1031.021b,1/1,Fraction Damaged,0
33,B1031.021b,2,Number in DS,0
33,B1031.021b,2,Fraction Needed,0.0169702569260417
33,B1031.021b,2,Fraction Damaged,0


34,-,-,Has Unsafe Placard,False
34,-,-,Collapse,False
34,-,-,Residual Drift,False

34,B1031.001,-,Total in Building,20
34,B1031.001,-,Caused Unsafe Placard,False
34,B1031.001,1/0,Number in DS,0
34,B1031.001,1/0,Fraction Needed,0
34,B1031.001,1/0,Fraction Damaged,0
34,B1031.001,1/1,Number in DS,0
34,B1031.001,1/1,Fraction Needed,0
34,B1031.001,1/1,Fraction Damaged,0
34,B1031.001,2,Number in DS,0
34,B1031.001,2,Fraction Needed,0.136665637439577
34,B1031.001,2,Fraction Damaged,0
34,B1031.001,3,Number in DS,0
34,B1031.001,3,Fraction Needed,0.104080492076832
34,B1031.001,3,Fraction Damaged,0

34,B1035.022,-,Total in Building,36
34,B1035.022,-,Caused Unsafe Placard,False
34,B1035.022,1,Number in DS,0
34,B1035.022,1,Fraction Needed,0
34,B1035.022,1,Fraction Damaged,0
34,B1035.022,2,Number in DS,0
34,B1035.022,2,Fraction Needed,0.303488925136685
34,B1035.022,2,Fraction Damaged,0
34,B1035.022,3,Number in DS,0
34,B1035.022,3,Fraction Needed,1
34,B1035.022,3,Fraction Damaged,0

34,B1035.032,-,Total in Building,144
34,B1035.032,-,Caused Unsafe Placard,False
34,B1035.032,1,Number in DS,0
34,B1035.032,1,Fraction Needed,0
34,B1035.032,1,Fraction Damaged,0
34,B1035.032,2,Number in DS,0
34,B1035.032,2,Fraction Needed,0.229604956856147
34,B1035.032,2,Fraction Damaged,0
34,B1035.032,3,Number in DS,0
34,B1035.032,3,Fraction Needed,0.375366467938712
34,B1035.032,3,Fraction Damaged,0

34,B2022.001,-,Total in Building,4050
34,B2022.001,-,Caused Unsafe Placard,False
34,B2022.001,1,Number in DS,0
34,B2022.001,1,Fraction Needed,0
34,B2022.001,1,Fraction Damaged,0
34,B2022.001,2,Number in DS,0
34,B2022.001,2,Fraction Needed,1
34,B2022.001,2,Fraction Damaged,0

34,B3011.011,-,Total in Building,549
34,B3011.011,-,Caused Unsafe Placard,False
34,B3011.011,1,Number in DS,0
34,B3011.011,1,Fraction Needed,0
34,B3011.011,1,Fraction Damaged,0
34,B3011.011,2,Number in DS,0
34,B3011.011,2,Fraction Needed,0.605118898155372
34,B3011.011,2,Fraction Damaged,0

34,B1031.021b,-,Total in Building,40
34,B1031.021b,-,Caused Unsafe Placard,False
34,B1031.021b,1/0,Number in DS,0
34,B1031.021b,1/0,Fraction Needed,0
34,B1031.021b,1/0,Fraction Damaged,0
34,B1031.021b,1/1,Number in DS,0
34,B1031.021b,1/1,Fraction Needed,0
34,B1031.021b,1/1,Fraction Damaged,0
34,B1031.021b,2,Number in DS,0
34,B1031.021b,2,Fraction Needed,0.028612522818897
34,B1031.021b,2,Fraction Damaged,0


35,-,-,Has Unsafe Placard,False
35,-,-,Collapse,False
35,-,-,Residual Drift,False

35,B1031.001,-,Total in Building,20
35,B1031.001,-,Caused Unsafe Placard,False
35,B1031.001,1/0,Number in DS,0
35,B1031.001,1/0,Fraction Needed,0
35,B1031.001,1/0,Fraction Damaged,0
35,B1031.001,1/1,Number in DS,0
35,B1031.001,1/1,Fraction Needed,0
35,B1031.001,1/1,Fraction Damaged,0
35,B1031.001,2,Number in DS,0
35,B1031.001,2,Fraction Needed,0.22079507646871
35,B1031.001,2,Fraction Damaged,0
35,B1031.001,3,Number in DS,0
35,B1031.001,3,Fraction Needed,0.0683851771185585
35,B1031.001,3,Fraction Damaged,0

35,B1035.022,-,Total in Building,36
35,B1035.022,-,Caused Unsafe Placard,False
35,B1035.022,1,Number in DS,0
35,B1035.022,1,Fraction Needed,0
35,B1035.022,1,Fraction Damaged,0
35,B1035.022,2,Number in DS,0
35,B1035.022,2,Fraction Needed,0.212702393850827
35,B1035.022,2,Fraction Damaged,0
35,B1035.022,3,Number in DS,0
35,B1035.022,3,Fraction Needed,0.448591098454477
35,B1035.022,3,Fraction Damaged,0

35,B1035.032,-,Total in Building,144
35,B1035.032,-,Caused Unsafe Placard,False
35,B1035.032,1,Number in DS,0
35,B1035.032,1,Fraction Needed,0
35,B1035.032,1,Fraction Damaged,0
35,B1035.032,2,Number in DS,0
35,B1035.032,2,Fraction Needed,0.192500246834755
35,B1035.032,2,Fraction Damaged,0
35,B1035.032,3,Number in DS,0
35,B1035.032,3,Fraction Needed,0.285309666138934
35,B1035.032,3,Fraction Damaged,0

35,B2022.001,-,Total in Building,4050
35,B2022.001,-,Caused Unsafe Placard,False
35,B2022.001,1,Number in DS,0
35,B2022.001,1,Fraction Needed,0
35,B2022.001,1,Fraction Damaged,0
35,B2022.001,2,Number in DS,0
35,B2022.001,2,Fraction Needed,0.572726630713514
35,B2022.001,2,Fraction Damaged,0

35,B3011.011,-,Total in Building,549
35,B3011.011,-,Caused Unsafe Placard,False
35,B3011.011,1,Number in DS,0
35,B3011.011,1,Fraction Needed,0
35,B3011.011,1,Fraction Damaged,0
35,B3011.011,2,Number in DS,0
35,B3011.011,2,Fraction Needed,0.345998679357271
35,B3011.011,2,Fraction Damaged,0

35,B1031.021b,-,Total in Building,40
35,B1031.021b,-,Caused Unsafe Placard,False
35,B1031.021b,1/0,Number in DS,0
35,B1031.021b,1/0,Fraction Needed,0
35,B1031.021b,1/0,Fraction Damaged,0
35,B1031.021b,1/1,Number in DS,0
35,B1031.021b,1/1,Fraction Needed,0
35,B1031.021b,1/1,Fraction Damaged,0
35,B1031.021b,2,Number in DS,0
35,B1031.021b,2,Fraction Needed,0.0189539143121734
35,B1031.021b,2,Fraction Damaged,0


36,-,-,Has Unsafe Placard,False
36,-,-,Collapse,False
36,-,-,Residual Drift,False

36,B1031.001,-,Total in Building,20
36,B1031.001,-,Caused Unsafe Placard,False
36,B1031.001,1/0,Number in DS,0
36,B1031.001,1/0,Fraction Needed,0
36,B1031.001,1/0,Fraction Damaged,0
36,B1031.001,1/1,Number in DS,0
36,B1031.001,1/1,Fraction Needed,0
36,B1031.001,1/1,Fraction Damaged,0
36,B1031.001,2,Number in DS,0
36,B1031.001,2,Fraction Needed,0.19452857352826
36,B1031.001,2,Fraction Damaged,0
36,B1031.001,3,Number in DS,0
36,B1031.001,3,Fraction Needed,0.148221725393078
36,B1031.001,3,Fraction Damaged,0

36,B1035.022,-,Total in Building,36
36,B1035.022,-,Caused Unsafe Placard,False
36,B1035.022,1,Number in DS,0
36,B1035.022,1,Fraction Needed,0
36,B1035.022,1,Fraction Damaged,0
36,B1035.022,2,Number in DS,0
36,B1035.022,2,Fraction Needed,0.387896920903986
36,B1035.022,2,Fraction Damaged,0
36,B1035.022,3,Number in DS,0
36,B1035.022,3,Fraction Needed,0.252389353871948
36,B1035.022,3,Fraction Damaged,0

36,B1035.032,-,Total in Building,144
36,B1035.032,-,Caused Unsafe Placard,False
36,B1035.032,1,Number in DS,0
36,B1035.032,1,Fraction Needed,0
36,B1035.032,1,Fraction Damaged,0
36,B1035.032,2,Number in DS,0
36,B1035.032,2,Fraction Needed,0.291207051965647
36,B1035.032,2,Fraction Damaged,0
36,B1035.032,3,Number in DS,0
36,B1035.032,3,Fraction Needed,0.302580635027857
36,B1035.032,3,Fraction Damaged,0

36,B2022.001,-,Total in Building,4050
36,B2022.001,-,Caused Unsafe Placard,False
36,B2022.001,1,Number in DS,0
36,B2022.001,1,Fraction Needed,0
36,B2022.001,1,Fraction Damaged,0
36,B2022.001,2,Number in DS,0
36,B2022.001,2,Fraction Needed,0.872066232391139
36,B2022.001,2,Fraction Damaged,0

36,B3011.011,-,Total in Building,549
36,B3011.011,-,Caused Unsafe Placard,False
36,B3011.011,1,Number in DS,0
36,B3011.011,1,Fraction Needed,0
36,B3011.011,1,Fraction Damaged,0
36,B3011.011,2,Number in DS,0
36,B3011.011,2,Fraction Needed,0.524623333468925
36,B3011.011,2,Fraction Damaged,0

36,B1031.021b,-,Total in Building,40
36,B1031.021b,-,Caused Unsafe Placard,False
36,B1031.021b,1/0,Number in DS,0
36,B1031.021b,1/0,Fraction Needed,0
36,B1031.021b,1/0,Fraction Damaged,0
36,B1031.021b,1/1,Number in DS,0
36,B1031.021b,1/1,Fraction Needed,0
36,B1031.021b,1/1,Fraction Damaged,0
36,B1031.021b,2,Number in DS,0
36,B1031.021b,2,Fraction Needed,0.0385808827710518
36,B1031.021b,2,Fraction Damaged,0


37,-,-,Has Unsafe Placard,False
37,-,-,Collapse,False
37,-,-,Residual Drift,False

37,B1031.001,-,Total in Building,20
37,B1031.001,-,Caused Unsafe Placard,False
37,B1031.001,1/0,Number in DS,0
37,B1031.001,1/0,Fraction Needed,0
37,B1031.001,1/0,Fraction Damaged,0
37,B1031.001,1/1,Number in DS,0
37,B1031.001,1/1,Fraction Needed,0
37,B1031.001,1/1,Fraction Damaged,0
37,B1031.001,2,Number in DS,0
37,B1031.001,2,Fraction Needed,0.227388172263367
37,B1031.001,2,Fraction Damaged,0
37,B1031.001,3,Number in DS,0
37,B1031.001,3,Fraction Needed,0.132335093155159
37,B1031.001,3,Fraction Damaged,0

37,B1035.022,-,Total in Building,36
37,B1035.022,-,Caused Unsafe Placard,False
37,B1035.022,1,Number in DS,0
37,B1035.022,1,Fraction Needed,0
37,B1035.022,1,Fraction Damaged,0
37,B1035.022,2,Number in DS,0
37,B1035.022,2,Fraction Needed,0.251527065631731
37,B1035.022,2,Fraction Damaged,0
37,B1035.022,3,Number in DS,0
37,B1035.022,3,Fraction Needed,1
37,B1035.022,3,Fraction Damaged,0

37,B1035.032,-,Total in Building,144
37,B1035.032,-,Caused Unsafe Placard,False
37,B1035.032,1,Number in DS,0
37,B1035.032,1,Fraction Needed,0
37,B1035.032,1,Fraction Damaged,0
37,B1035.032,2,Number in DS,0
37,B1035.032,2,Fraction Needed,0.524860400851147
37,B1035.032,2,Fraction Damaged,0
37,B1035.032,3,Number in DS,0
37,B1035.032,3,Fraction Needed,0.273931249301727
37,B1035.032,3,Fraction Damaged,0

37,B2022.001,-,Total in Building,4050
37,B2022.001,-,Caused Unsafe Placard,False
37,B2022.001,1,Number in DS,0
37,B2022.001,1,Fraction Needed,0
37,B2022.001,1,Fraction Damaged,0
37,B2022.001,2,Number in DS,0
37,B2022.001,2,Fraction Needed,0.487251460388122
37,B2022.001,2,Fraction Damaged,0

37,B3011.011,-,Total in Building,549
37,B3011.011,-,Caused Unsafe Placard,False
37,B3011.011,1,Number in DS,0
37,B3011.011,1,Fraction Needed,0
37,B3011.011,1,Fraction Damaged,0
37,B3011.011,2,Number in DS,0
37,B3011.011,2,Fraction Needed,0.795623872430309
37,B3011.011,2,Fraction Damaged,0

37,B1031.021b,-,Total in Building,40
37,B1031.021b,-,Caused Unsafe Placard,False
37,B1031.021b,1/0,Number in DS,0
37,B1031.021b,1/0,Fraction Needed,0
37,B1031.021b,1/0,Fraction Damaged,0
37,B1031.021b,1/1,Number in DS,0
37,B1031.021b,1/1,Fraction Needed,0
37,B1031.021b,1/1,Fraction Damaged,0
37,B1031.021b,2,Number in DS,0
37,B1031.021b,2,Fraction Needed,0.019270130229632
37,B1031.021b,2,Fraction Damaged,0


38,-,-,Has Unsafe Placard,False
38,-,-,Collapse,False
38,-,-,Residual Drift,False

38,B1031.001,-,Total in Building,20
38,B1031.001,-,Caused Unsafe Placard,False
38,B1031.001,1/0,Number in DS,0
38,B1031.001,1/0,Fraction Needed,0
38,B1031.001,1/0,Fraction Damaged,0
38,B1031.001,1/1,Number in DS,0
38,B1031.001,1/1,Fraction Needed,0
38,B1031.001,1/1,Fraction Damaged,0
38,B1031.001,2,Number in DS,0
38,B1031.001,2,Fraction Needed,0.315586112733749
38,B1031.001,2,Fraction Damaged,0
38,B1031.001,3,Number in DS,0
38,B1031.001,3,Fraction Needed,0.0633963526924282
38,B1031.001,3,Fraction Damaged,0

38,B1035.022,-,Total in Building,36
38,B1035.022,-,Caused Unsafe Placard,False
38,B1035.022,1,Number in DS,0
38,B1035.022,1,Fraction Needed,0
38,B1035.022,1,Fraction Damaged,0
38,B1035.022,2,Number in DS,0
38,B1035.022,2,Fraction Needed,0.493671270572729
38,B1035.022,2,Fraction Damaged,0
38,B1035.022,3,Number in DS,0
38,B1035.022,3,Fraction Needed,0.214728586495761
38,B1035.022,3,Fraction Damaged,0

38,B1035.032,-,Total in Building,144
38,B1035.032,-,Caused Unsafe Placard,False
38,B1035.032,1,Number in DS,0
38,B1035.032,1,Fraction Needed,0
38,B1035.032,1,Fraction Damaged,0
38,B1035.032,2,Number in DS,0
38,B1035.032,2,Fraction Needed,0.424130232624116
38,B1035.032,2,Fraction Damaged,0
38,B1035.032,3,Number in DS,0
38,B1035.032,3,Fraction Needed,0.544499937136594
38,B1035.032,3,Fraction Damaged,0

38,B2022.001,-,Total in Building,4050
38,B2022.001,-,Caused Unsafe Placard,False
38,B2022.001,1,Number in DS,0
38,B2022.001,1,Fraction Needed,0
38,B2022.001,1,Fraction Damaged,0
38,B2022.001,2,Number in DS,0
38,B2022.001,2,Fraction Needed,0.497586681914786
38,B2022.001,2,Fraction Damaged,0

38,B3011.011,-,Total in Building,549
38,B3011.011,-,Caused Unsafe Placard,False
38,B3011.011,1,Number in DS,0
38,B3011.011,1,Fraction Needed,0
38,B3011.011,1,Fraction Damaged,0
38,B3011.011,2,Number in DS,0
38,B3011.011,2,Fraction Needed,0.695667846529389
38,B3011.011,2,Fraction Damaged,0

38,B1031.021b,-,Total in Building,40
38,B1031.021b,-,Caused Unsafe Placard,False
38,B1031.021b,1/0,Number in DS,0
38,B1031.021b,1/0,Fraction Needed,0
38,B1031.021b,1/0,Fraction Damaged,0
38,B1031.021b,1/1,Number in DS,0
38,B1031.021b,1/1,Fraction Needed,0
38,B1031.021b,1/1,Fraction Damaged,0
38,B1031.021b,2,Number in DS,0
38,B1031.021b,2,Fraction Needed,0.0264558603693386
38,B1031.021b,2,Fraction Damaged,0


39,-,-,Has Unsafe Placard,False
39,-,-,Collapse,False
39,-,-,Residual Drift,False

39,B1031.001,-,Total in Building,20
39,B1031.001,-,Caused Unsafe Placard,False
39,B1031.001,1/0,Number in DS,0
39,B1031.001,1/0,Fraction Needed,0
39,B1031.001,1/0,Fraction Damaged,0
39,B1031.001,1/1,Number in DS,0
39,B1031.001,1/1,Fraction Needed,0
39,B1031.001,1/1,Fraction Damaged,0
39,B1031.001,2,Number in DS,0
39,B1031.001,2,Fraction Needed,0.186070572998743
39,B1031.001,2,Fraction Damaged,0
39,B1031.001,3,Number in DS,0
39,B1031.001,3,Fraction Needed,0.0755700365063471
39,B1031.001,3,Fraction Damaged,0

39,B1035.022,-,Total in Building,36
39,B1035.022,-,Caused Unsafe Placard,False
39,B1035.022,1,Number in DS,0
39,B1035.022,1,Fraction Needed,0
39,B1035.022,1,Fraction Damaged,0
39,B1035.022,2,Number in DS,0
39,B1035.022,2,Fraction Needed,0.161824034698243
39,B1035.022,2,Fraction Damaged,0
39,B1035.022,3,Number in DS,0
39,B1035.022,3,Fraction Needed,0.361995146469883
39,B1035.022,3,Fraction Damaged,0

39,B1035.032,-,Total in Building,144
39,B1035.032,-,Caused Unsafe Placard,False
39,B1035.032,1,Number in DS,0
39,B1035.032,1,Fraction Needed,0
39,B1035.032,1,Fraction Damaged,0
39,B1035.032,2,Number in DS,0
39,B1035.032,2,Fraction Needed,1
39,B1035.032,2,Fraction Damaged,0
39,B1035.032,3,Number in DS,0
39,B1035.032,3,Fraction Needed,0.373002498505659
39,B1035.032,3,Fraction Damaged,0

39,B2022.001,-,Total in Building,4050
39,B2022.001,-,Caused Unsafe Placard,False
39,B2022.001,1,Number in DS,0
39,B2022.001,1,Fraction Needed,0
39,B2022.001,1,Fraction Damaged,0
39,B2022.001,2,Number in DS,0
39,B2022.001,2,Fraction Needed,1
39,B2022.001,2,Fraction Damaged,0

39,B3011.011,-,Total in Building,549
39,B3011.011,-,Caused Unsafe Placard,False
39,B3011.011,1,Number in DS,0
39,B3011.011,1,Fraction Needed,0
39,B3011.011,1,Fraction Damaged,0
39,B3011.011,2,Number in DS,0
39,B3011.011,2,Fraction Needed,0.342621631403069
39,B3011.011,2,Fraction Damaged,0

39,B1031.021b,-,Total in Building,40
39,B1031.021b,-,Caused Unsafe Placard,False
39,B1031.021b,1/0,Number in DS,0
39,B1031.021b,1/0,Fraction Needed,0
39,B1031.021b,1/0,Fraction Damaged,0
39,B1031.021b,1/1,Number in DS,0
39,B1031.021b,1/1,Fraction Needed,0
39,B1031.021b,1/1,Fraction Damaged,0
39,B1031.021b,2,Number in DS,0
39,B1031.021b,2,Fraction Needed,0.0121420847807875
39,B1031.021b,2,Fraction Damaged,0


40,-,-,Has Unsafe Placard,False
40,-,-,Collapse,False
40,-,-,Residual Drift,False

40,B1031.001,-,Total in Building,20
40,B1031.001,-,Caused Unsafe Placard,False
40,B1031.001,1/0,Number in DS,0
40,B1031.001,1/0,Fraction Needed,0
40,B1031.001,1/0,Fraction Damaged,0
40,B1031.001,1/1,Number in DS,0
40,B1031.001,1/1,Fraction Needed,0
40,B1031.001,1/1,Fraction Damaged,0
40,B1031.001,2,Number in DS,0
40,B1031.001,2,Fraction Needed,0.0901812285344296
40,B1031.001,2,Fraction Damaged,0
40,B1031.001,3,Number in DS,0
40,B1031.001,3,Fraction Needed,0.148870025480596
40,B1031.001,3,Fraction Damaged,0

40,B1035.022,-,Total in Building,36
40,B1035.022,-,Caused Unsafe Placard,False
40,B1035.022,1,Number in DS,0
40,B1035.022,1,Fraction Needed,0
40,B1035.022,1,Fraction Damaged,0
40,B1035.022,2,Number in DS,0
40,B1035.022,2,Fraction Needed,0.176955746709021
40,B1035.022,2,Fraction Damaged,0
40,B1035.022,3,Number in DS,0
40,B1035.022,3,Fraction Needed,0.348045186462806
40,B1035.022,3,Fraction Damaged,0

40,B1035.032,-,Total in Building,144
40,B1035.032,-,Caused Unsafe Placard,False
40,B1035.032,1,Number in DS,0
40,B1035.032,1,Fraction Needed,0
40,B1035.032,1,Fraction Damaged,0
40,B1035.032,2,Number in DS,0
40,B1035.032,2,Fraction Needed,0.406122667916367
40,B1035.032,2,Fraction Damaged,0
40,B1035.032,3,Number in DS,0
40,B1035.032,3,Fraction Needed,0.784290551621908
40,B1035.032,3,Fraction Damaged,0

40,B2022.001,-,Total in Building,4050
40,B2022.001,-,Caused Unsafe Placard,False
40,B2022.001,1,Number in DS,0
40,B2022.001,1,Fraction Needed,0
40,B2022.001,1,Fraction Damaged,0
40,B2022.001,2,Number in DS,0
40,B2022.001,2,Fraction Needed,1
40,B2022.001,2,Fraction Damaged,0

40,B3011.011,-,Total in Building,549
40,B3011.011,-,Caused Unsafe Placard,False
40,B3011.011,1,Number in DS,0
40,B3011.011,1,Fraction Needed,0
40,B3011.011,1,Fraction Damaged,0
40,B3011.011,2,Number in DS,0
40,B3011.011,2,Fraction Needed,0.423266316364424
40,B3011.011,2,Fraction Damaged,0

40,B1031.021b,-,Total in Building,40
40,B1031.021b,-,Caused Unsafe Placard,False
40,B1031.021b,1/0,Number in DS,0
40,B1031.021b,1/0,Fraction Needed,0
40,B1031.021b,1/0,Fraction Damaged,0
40,B1031.021b,1/1,Number in DS,0
40,B1031.021b,1/1,Fraction Needed,0
40,B1031.021b,1/1,Fraction Damaged,0
40,B1031.021b,2,Number in DS,0
40,B1031.021b,2,Fraction Needed,0.0260862612992496
40,B1031.021b,2,Fraction Damaged,0


41,-,-,Has Unsafe Placard,False
41,-,-,Collapse,False
41,-,-,Residual Drift,False

41,B1031.001,-,Total in Building,20
41,B1031.001,-,Caused Unsafe Placard,False
41,B1031.001,1/0,Number in DS,0
41,B1031.001,1/0,Fraction Needed,0
41,B1031.001,1/0,Fraction Damaged,0
41,B1031.001,1/1,Number in DS,0
41,B1031.001,1/1,Fraction Needed,0
41,B1031.001,1/1,Fraction Damaged,0
41,B1031.001,2,Number in DS,0
41,B1031.001,2,Fraction Needed,0.313867331705236
41,B1031.001,2,Fraction Damaged,0
41,B1031.001,3,Number in DS,0
41,B1031.001,3,Fraction Needed,0.0502986039363844
41,B1031.001,3,Fraction Damaged,0

41,B1035.022,-,Total in Building,36
41,B1035.022,-,Caused Unsafe Placard,False
41,B1035.022,1,Number in DS,0
41,B1035.022,1,Fraction Needed,0
41,B1035.022,1,Fraction Damaged,0
41,B1035.022,2,Number in DS,0
41,B1035.022,2,Fraction Needed,0.434016263839845
41,B1035.022,2,Fraction Damaged,0
41,B1035.022,3,Number in DS,0
41,B1035.022,3,Fraction Needed,0.364911786672505
41,B1035.022,3,Fraction Damaged,0

41,B1035.032,-,Total in Building,144
41,B1035.032,-,Caused Unsafe Placard,False
41,B1035.032,1,Number in DS,0
41,B1035.032,1,Fraction Needed,0
41,B1035.032,1,Fraction Damaged,0
41,B1035.032,2,Number in DS,0
41,B1035.032,2,Fraction Needed,0.186515837866435
41,B1035.032,2,Fraction Damaged,0
41,B1035.032,3,Number in DS,0
41,B1035.032,3,Fraction Needed,0.313057241988522
41,B1035.032,3,Fraction Damaged,0

41,B2022.001,-,Total in Building,4050
41,B2022.001,-,Caused Unsafe Placard,False
41,B2022.001,1,Number in DS,0
41,B2022.001,1,Fraction Needed,0
41,B2022.001,1,Fraction Damaged,0
41,B2022.001,2,Number in DS,0
